seed,split,identity_error,raw_error,global_alpha,global_error,global_improvement_vs_identity,cosine_mean,cosine_positive_frac,true_delta_norm_median,pred_delta_norm_median
0,val,1.4321845769882202,1.8033812046051025,0.175405973764069,1.4145921468734741,0.017592430114746094,0.08875760436058044,0.8199265381083563,14.341398239135742,14.325603485107422
0,test,1.6069767475128174,2.0605552196502686,0.15723383309815459,1.5906192064285278,0.01635754108428955,0.08459681272506714,0.8486072969792076,16.493104934692383,15.298242568969727
1,val,1.4321845769882202,1.8053454160690308,0.18268093288564127,1.4125618934631348,0.01962268352508545,0.0941108763217926,0.8352617079889807,14.341398239135742,14.687993049621582
1,test,1.6069767475128174,1.968322515487671,0.17598594062745598,1.5897068977355957,0.01726984977722168,0.08736709505319595,0.8614750882699098,16.493104934692383,14.010735511779785
2,val,1.4321845769882202,1.899794578552246,0.15813755771257082,1.4150816202163696,0.017102956771850586,0.08716990053653717,0.8300275482093664,14.341398239135742,15.969820022583008
2,test,1.6069767475128174,1.9893056154251099,0.17341999828258076,1.5893725156784058,0.01760423183441162,0.08821970969438553,0.8538054138877992,16.493104934692383,14.459600448608398
