lambda,heldout,variant_label,cheap,full,oracle,oracle_route,conf,conf_route,context_cls,context_cls_route,router,feature_set,util,route,k,rule
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,knn_gain,uncertainty,0.8420398009950248,0.11194029850746269,25,gain_threshold
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,rescue_harm,uncertainty,0.8614427860696517,0.09203980099502487,200,"thr=0.0450,cap=0.1600"
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,knn_gain,margin,0.8305970149253732,0.20149253731343283,15,tuned_threshold
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,rescue_harm,margin,0.8577114427860697,0.1044776119402985,50,"thr=0.1200,cap=0.2000"
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,knn_gain,context,0.8512437810945274,0.04477611940298507,15,gain_threshold
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,rescue_harm,context,0.8507462686567164,0.024875621890547265,15,"thr=0.1333,cap=0.1333"
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,knn_gain,latent_only,0.8500000000000001,0.2562189054726368,15,gain_threshold
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,rescue_harm,latent_only,0.8569651741293532,0.13681592039800994,15,"thr=0.2000,cap=0.1333"
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,knn_gain,context_latent,0.8604477611940299,0.12686567164179105,15,gain_threshold
0.1,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.7407960199004975,0.9092039800995025,0.06218905472636816,0.8619402985074627,0.08706467661691543,0.8567164179104477,0.06467661691542288,rescue_harm,context_latent,0.8557213930348259,0.09950248756218906,25,"thr=0.1000,cap=0.3500"
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,knn_gain,uncertainty,0.8482587064676617,0.03731343283582089,50,gain_threshold
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,rescue_harm,uncertainty,0.8522388059701493,0.017412935323383085,25,"thr=0.2000,cap=0.0000"
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,knn_gain,margin,0.8432835820895522,0.04975124378109453,15,gain_threshold
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,rescue_harm,margin,0.844776119402985,0.017412935323383085,25,"thr=0.2800,cap=0.0400"
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,knn_gain,context,0.854228855721393,0.007462686567164179,15,tuned_threshold
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,rescue_harm,context,0.853731343283582,0.009950248756218905,15,"thr=0.2667,cap=0.1333"
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,knn_gain,latent_only,0.845771144278607,0.06218905472636816,15,gain_threshold
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,rescue_harm,latent_only,0.8532338308457711,0.0,15,"thr=0.4667,cap=0.0000"
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,knn_gain,context_latent,0.8477611940298507,0.12686567164179105,15,tuned_threshold
