lambda,heldout,variant_label,cheap,full,oracle,oracle_route,conf,conf_route,context_cls,context_cls_route,router,feature_set,util,route,k,rule
0.2,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.6407960199004974,0.9029850746268657,0.06218905472636816,0.8492537313432836,0.04477611940298507,0.8502487562189055,0.06467661691542288,rescue_harm,context_latent,0.8477611940298506,0.05223880597014925,25,"thr=0.1600,cap=0.1600"
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,knn_gain,uncertainty,0.8485074626865672,0.007462686567164179,15,tuned_threshold
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,rescue_harm,uncertainty,0.8504975124378109,0.017412935323383085,25,"thr=0.2000,cap=0.0000"
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,knn_gain,margin,0.8375621890547263,0.02736318407960199,15,gain_threshold
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,rescue_harm,margin,0.8532338308457711,0.0,200,"thr=0.0750,cap=0.0900"
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,knn_gain,context,0.8534825870646767,0.007462686567164179,15,gain_threshold
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,rescue_harm,context,0.8517412935323383,0.004975124378109453,25,"thr=0.2000,cap=0.0800"
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,knn_gain,latent_only,0.8395522388059702,0.06218905472636816,15,tuned_threshold
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,rescue_harm,latent_only,0.8532338308457711,0.0,15,"thr=0.4667,cap=0.0000"
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,knn_gain,context_latent,0.8517412935323383,0.029850746268656716,15,tuned_threshold
0.3,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.5407960199004975,0.8967661691542289,0.06218905472636816,0.8532338308457711,0.0,0.845771144278607,0.04975124378109453,rescue_harm,context_latent,0.8532338308457711,0.024875621890547265,50,"thr=0.1600,cap=0.1600"
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,knn_gain,uncertainty,0.8470149253731343,0.007462686567164179,15,gain_threshold
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,rescue_harm,uncertainty,0.8470149253731343,0.017412935323383085,25,"thr=0.2000,cap=0.0000"
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,knn_gain,margin,0.8532338308457711,0.0,15,tuned_threshold
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,rescue_harm,margin,0.8532338308457711,0.0,200,"thr=0.0750,cap=0.0900"
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,knn_gain,context,0.8532338308457711,0.0,15,gain_threshold
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,rescue_harm,context,0.8532338308457711,0.0,50,"thr=0.3400,cap=0.0800"
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,knn_gain,latent_only,0.8532338308457711,0.0,15,gain_threshold
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,rescue_harm,latent_only,0.8532338308457711,0.0,15,"thr=0.4667,cap=0.0000"
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,knn_gain,context_latent,0.849502487562189,0.022388059701492536,15,tuned_threshold
0.5,block3_h48_seed10,"3-block, H=48",0.8532338308457711,0.34079601990049746,0.8843283582089553,0.06218905472636816,0.8532338308457711,0.0,0.8395522388059702,0.04228855721393035,rescue_harm,context_latent,0.8544776119402985,0.007462686567164179,25,"thr=0.3467,cap=0.1600"
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,knn_gain,uncertainty,0.7702663438256658,0.22760290556900725,15,gain_threshold
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,rescue_harm,uncertainty,0.7756900726392252,0.19854721549636803,100,"thr=0.0200,cap=0.2000"
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,knn_gain,margin,0.752493946731235,0.2687651331719128,15,gain_threshold
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,rescue_harm,margin,0.7692009685230026,0.15980629539951574,100,"thr=0.0700,cap=0.2000"
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,knn_gain,context,0.8065375302663439,0.4721549636803874,15,gain_threshold
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,rescue_harm,context,0.8018401937046007,0.4648910411622276,15,"thr=0.0200,cap=0.1333"
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,knn_gain,latent_only,0.774866828087167,0.2397094430992736,15,gain_threshold
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,rescue_harm,latent_only,0.7444552058111381,0.06537530266343826,100,"thr=0.0300,cap=0.0200"
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,knn_gain,context_latent,0.8057627118644068,0.2687651331719128,15,gain_threshold
0.02,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7984019370460048,0.892590799031477,0.16464891041162227,0.7759322033898306,0.1864406779661017,0.7699273607748185,0.1234866828087167,rescue_harm,context_latent,0.7963680387409202,0.2542372881355932,15,"thr=0.0667,cap=0.2000"
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,knn_gain,uncertainty,0.7634382566585958,0.22760290556900725,15,gain_threshold
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,rescue_harm,uncertainty,0.7697336561743341,0.19854721549636803,100,"thr=0.0200,cap=0.2000"
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,knn_gain,margin,0.7444309927360776,0.2687651331719128,15,gain_threshold
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,rescue_harm,margin,0.7296610169491526,0.07990314769975787,50,"thr=0.0400,cap=0.1200"
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,knn_gain,context,0.7796610169491526,0.3389830508474576,15,tuned_threshold
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,rescue_harm,context,0.7878934624697336,0.4648910411622276,15,"thr=0.0500,cap=0.1333"
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,knn_gain,latent_only,0.7676755447941888,0.2397094430992736,15,gain_threshold
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,rescue_harm,latent_only,0.733414043583535,0.004842615012106538,50,"thr=0.1000,cap=0.0000"
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,knn_gain,context_latent,0.7976997578692494,0.2687651331719128,15,gain_threshold
0.05,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7684019370460048,0.8876513317191284,0.16464891041162227,0.7703389830508474,0.1864406779661017,0.7662227602905569,0.1234866828087167,rescue_harm,context_latent,0.7938256658595643,0.24939467312348668,50,"thr=0.0400,cap=0.3500"
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,knn_gain,uncertainty,0.7421307506053268,0.0847457627118644,50,tuned_threshold
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,rescue_harm,uncertainty,0.7476997578692495,0.0774818401937046,50,"thr=0.1000,cap=0.1500"
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,knn_gain,margin,0.748910411622276,0.162227602905569,15,gain_threshold
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,rescue_harm,margin,0.739951573849879,0.03389830508474576,50,"thr=0.1400,cap=0.1200"
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,knn_gain,context,0.7627118644067796,0.3389830508474576,15,gain_threshold
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,rescue_harm,context,0.7602905569007264,0.31476997578692495,100,"thr=0.0500,cap=0.1800"
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,knn_gain,latent_only,0.7414043583535108,0.043583535108958835,15,gain_threshold
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,rescue_harm,latent_only,0.7331719128329298,0.004842615012106538,50,"thr=0.1000,cap=0.0000"
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,knn_gain,context_latent,0.7803874092009685,0.162227602905569,15,gain_threshold
0.1,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.7184019370460049,0.8794188861985474,0.16464891041162227,0.7561743341404358,0.13801452784503632,0.7547215496368039,0.10411622276029056,rescue_harm,context_latent,0.78135593220339,0.24939467312348668,50,"thr=0.0400,cap=0.3500"
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,knn_gain,uncertainty,0.7360774818401937,0.024213075060532687,50,tuned_threshold
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,rescue_harm,uncertainty,0.7360774818401937,0.012106537530266344,50,"thr=0.2000,cap=0.0800"
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,knn_gain,margin,0.7433414043583535,0.06053268765133172,50,tuned_threshold
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,rescue_harm,margin,0.7263922518159807,0.012106537530266344,50,"thr=0.1800,cap=0.1200"
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,knn_gain,context,0.7288135593220338,0.3389830508474576,15,tuned_threshold
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,rescue_harm,context,0.7278450363196126,0.162227602905569,100,"thr=0.0900,cap=0.1800"
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,knn_gain,latent_only,0.7312348668280871,0.0,15,gain_threshold
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,rescue_harm,latent_only,0.7312348668280871,0.0,15,"thr=1000000000.0000,cap=0.0000"
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,knn_gain,context_latent,0.7457627118644068,0.0847457627118644,15,tuned_threshold
0.2,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.6184019370460048,0.8629539951573849,0.16464891041162227,0.7312348668280871,0.0,0.7443099273607747,0.10411622276029056,rescue_harm,context_latent,0.7341404358353512,0.05811138014527845,200,"thr=0.0524,cap=0.1200"
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,knn_gain,uncertainty,0.7305084745762711,0.002421307506053269,50,tuned_threshold
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,rescue_harm,uncertainty,0.7312348668280871,0.0,15,"thr=0.3333,cap=0.0000"
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,knn_gain,margin,0.725181598062954,0.012106537530266344,25,gain_threshold
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,rescue_harm,margin,0.7273607748184019,0.004842615012106538,25,"thr=0.3000,cap=0.0000"
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,knn_gain,context,0.7249394673123486,0.15012106537530268,15,tuned_threshold
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,rescue_harm,context,0.712590799031477,0.14285714285714285,100,"thr=0.0900,cap=0.1500"
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,knn_gain,latent_only,0.7312348668280871,0.0,50,tuned_threshold
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,rescue_harm,latent_only,0.7312348668280871,0.0,15,"thr=1000000000.0000,cap=0.0000"
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,knn_gain,context_latent,0.7372881355932204,0.0847457627118644,15,tuned_threshold
0.3,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.5184019370460049,0.8464891041162228,0.16464891041162227,0.7312348668280871,0.0,0.7278450363196126,0.09200968523002422,rescue_harm,context_latent,0.7329297820823244,0.002421307506053269,50,"thr=0.2600,cap=0.0800"
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,knn_gain,uncertainty,0.7300242130750605,0.002421307506053269,50,tuned_threshold
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,rescue_harm,uncertainty,0.7312348668280871,0.0,15,"thr=0.3333,cap=0.0000"
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,knn_gain,margin,0.7288135593220338,0.004842615012106538,25,tuned_threshold
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,rescue_harm,margin,0.7312348668280871,0.0,15,"thr=0.5000,cap=0.0000"
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,knn_gain,context,0.7324455205811138,0.002421307506053269,15,gain_threshold
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,rescue_harm,context,0.7324455205811138,0.002421307506053269,15,"thr=0.5000,cap=0.0667"
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,knn_gain,latent_only,0.7312348668280871,0.0,15,gain_threshold
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,rescue_harm,latent_only,0.7312348668280871,0.0,15,"thr=0.5000,cap=0.0000"
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,knn_gain,context_latent,0.7215496368038741,0.048426150121065374,15,tuned_threshold
0.5,block3_h72_seed14,"3-block, H=72",0.7312348668280871,0.31840193704600483,0.8135593220338984,0.16464891041162227,0.7312348668280871,0.0,0.7094430992736077,0.09200968523002422,rescue_harm,context_latent,0.7312348668280871,0.0,50,"thr=0.2600,cap=0.0400"
