lambda,cheap_mean,cheap_std,cheap_route,full_mean,full_std,full_route,confidence_mean,confidence_std,confidence_route,context_cls_mean,context_cls_std,context_cls_route,knn_context_mean,knn_context_std,knn_context_route,rh_context_mean,rh_context_std,rh_context_route,knn_context_latent_mean,knn_context_latent_std,knn_context_latent_route,rh_context_latent_mean,rh_context_latent_std,rh_context_latent_route,oracle_mean,oracle_std,oracle_route
0.02,0.7917675544794189,0.0593590831580206,0.0,0.798401937046005,0.0,1.0,0.808458434221146,0.0315076897611862,0.1339790153349475,0.8025343018563359,0.0337581791910786,0.0669895076674737,0.8210653753026635,0.0249117596854687,0.2703793381759483,0.8270217917675545,0.0291042370864446,0.255044390637611,0.8235835351089588,0.0217337942876924,0.1848264729620662,0.8184826472962067,0.0264593559396856,0.1573849878934624,0.8930104923325262,0.0159847623486676,0.1033091202582728
0.05,0.7917675544794189,0.0593590831580206,0.0,0.7684019370460048,0.0,1.0,0.8044390637610976,0.0332664065950239,0.1339790153349475,0.8005246166263116,0.0352666853117687,0.0669895076674737,0.809685230024213,0.0336938228990398,0.2066182405165456,0.81727199354318,0.0363118097617745,0.2163034705407586,0.8180387409200969,0.0241111656842704,0.1848264729620662,0.8154560129136401,0.0262590026906002,0.1557707828894269,0.8899112187247781,0.0164605879103614,0.1033091202582728
0.1,0.7917675544794189,0.0593590831580206,0.0,0.718401937046005,0.0,1.0,0.7925746569814366,0.0388107220239448,0.0968523002421307,0.7953995157384988,0.0404380101197078,0.0605326876513317,0.7981436642453591,0.0390126166838894,0.1864406779661016,0.8050847457627119,0.0482508935226657,0.1251008878127522,0.8087167070217918,0.0296142834881168,0.1129943502824858,0.8103309120258274,0.0316259590694838,0.1372074253430185,0.8847457627118644,0.0175657474064078,0.1033091202582728
0.2,0.7917675544794189,0.0593590831580206,0.0,0.6184019370460048,0.0,1.0,0.7882163034705408,0.0542423322916734,0.0056497175141242,0.7883777239709443,0.0445599529798277,0.0573042776432607,0.792090395480226,0.0613586904317111,0.1275221953188055,0.7911218724778047,0.0609291295715462,0.0637610976594027,0.7961259079903148,0.0483316268781356,0.0548829701372074,0.7928974979822438,0.0546214631066759,0.042776432606941,0.8744148506860371,0.020695216156709,0.1033091202582728
0.3,0.7917675544794189,0.0593590831580206,0.0,0.518401937046005,0.0,1.0,0.7917675544794189,0.0593590831580206,0.0,0.7806295399515738,0.051729352128568,0.0532687651331719,0.7897497982243745,0.0626011406414904,0.0524616626311541,0.7853107344632768,0.0690061311377791,0.0564971751412429,0.790637610976594,0.0502398455288999,0.0548829701372074,0.7944309927360775,0.058709093138559,0.0072639225181598,0.8640839386602099,0.0246454534237125,0.1033091202582728
