lambda,heldout,variant_label,method,fixed_model,utility,top1,latency,delta_vs_fixed,delta_ci95_low,delta_ci95_high,stable_positive_vs_fixed,oracle_utility,oracle_gap,select_Tiny,select_Small,select_Medium,select_Full,n
0.02,block3_h48_seed10,"3-block, H=48",logreg_oracle_label,Medium,0.8942658333857001,0.8988391376451078,0.2286652129703816,0.018004811046322008,0.004689928771722358,0.032142963008994996,True,0.9453343612043176,0.05106852781861748,0.7454394693200663,0.12935323383084577,0.09950248756218906,0.02570480928689884,1206
0.02,block3_h48_seed10,"3-block, H=48",rf_oracle_label,Medium,0.888716739547686,0.8930348258706468,0.21590431614802655,0.01245571720830808,-0.0023987047588668728,0.02661919624752674,False,0.9453343612043176,0.056617621656631534,0.7081260364842454,0.16666666666666666,0.12106135986733002,0.0041459369817578775,1206
0.02,block3_h48_seed10,"3-block, H=48",oracle_multicapacity,Medium,0.9453343612043176,0.9494195688225538,0.20426038091180324,0.06907333886493967,0.055859182291019466,0.08396551731240001,True,0.9453343612043176,0.0,0.9038142620232172,0.05306799336650083,0.02902155887230514,0.014096185737976783,1206
0.05,block3_h48_seed10,"3-block, H=48",ridge_expected_utility,Medium,0.8998086592884958,0.9112769485903814,0.22936578603770966,0.035026750206219676,0.017342710813537575,0.05271418776043525,True,0.9392065497769636,0.03939789048846776,0.7553897180762852,0.02736318407960199,0.21724709784411278,0.0,1206
0.05,block3_h48_seed10,"3-block, H=48",rf_expected_utility,Medium,0.8860770450904333,0.8980099502487562,0.238658103166461,0.021295136008156905,0.006775753879004491,0.03642797849127075,True,0.9392065497769636,0.05312950468653033,0.7437810945273632,0.09867330016583747,0.1252072968490879,0.03233830845771144,1206
0.05,block3_h48_seed10,"3-block, H=48",logreg_oracle_label,Medium,0.8874058769965887,0.8988391376451078,0.2286652129703816,0.022623967914312447,0.009233946650075967,0.036746092697413045,True,0.9392065497769636,0.05180067278037492,0.7454394693200663,0.12935323383084577,0.09950248756218906,0.02570480928689884,1206
0.05,block3_h48_seed10,"3-block, H=48",rf_oracle_label,Medium,0.8822396100632454,0.8930348258706468,0.21590431614802655,0.01745770098096917,0.002683846967336054,0.03314770150475967,True,0.9392065497769636,0.056966939713718245,0.7081260364842454,0.16666666666666666,0.12106135986733002,0.0041459369817578775,1206
0.05,block3_h48_seed10,"3-block, H=48",oracle_multicapacity,Medium,0.9392065497769636,0.9494195688225538,0.20426038091180324,0.07442464069468747,0.06045385538329511,0.08940579343351882,True,0.9392065497769636,0.0,0.9038142620232172,0.05306799336650083,0.02902155887230514,0.014096185737976783,1206
0.1,block3_h48_seed10,"3-block, H=48",ridge_expected_utility,Small,0.8911697911308923,0.9137645107794361,0.2259471964854362,0.04394166644075418,0.012023349684285506,0.07330207679306502,True,0.9289935307313735,0.03782373960048113,0.7728026533996684,0.02736318407960199,0.1998341625207297,0.0,1206
0.1,block3_h48_seed10,"3-block, H=48",rf_expected_utility,Small,0.8714379592730849,0.8938640132669984,0.22426053993913378,0.02420983458294662,-0.002479423536654893,0.04892305097661917,False,0.9289935307313735,0.0575555714582886,0.7603648424543947,0.10364842454394693,0.12023217247097844,0.015754560530679935,1206
0.1,block3_h48_seed10,"3-block, H=48",logreg_oracle_label,Small,0.8759726163480694,0.8988391376451078,0.2286652129703816,0.028744491657931286,0.005601148846334942,0.05307097479958439,True,0.9289935307313735,0.05302091438330403,0.7454394693200663,0.12935323383084577,0.09950248756218906,0.02570480928689884,1206
0.1,block3_h48_seed10,"3-block, H=48",rf_oracle_label,Small,0.871444394255844,0.8930348258706468,0.21590431614802655,0.024216269565705766,0.005205971049876407,0.045363772779702834,True,0.9289935307313735,0.057549136475529505,0.7081260364842454,0.16666666666666666,0.12106135986733002,0.0041459369817578775,1206
0.1,block3_h48_seed10,"3-block, H=48",oracle_multicapacity,Small,0.9289935307313735,0.9494195688225538,0.20426038091180324,0.08176540604123522,0.059808332529669696,0.10431789590855366,True,0.9289935307313735,0.0,0.9038142620232172,0.05306799336650083,0.02902155887230514,0.014096185737976783,1206
0.15,block3_h48_seed10,"3-block, H=48",ridge_expected_utility,Small,0.8836549615009973,0.9170812603648425,0.22284199242563513,0.04647778275766364,0.01618042362965216,0.07512275105577967,True,0.9187805116857833,0.035125550184786025,0.7893864013266998,0.026533996683250415,0.18407960199004975,0.0,1206
0.15,block3_h48_seed10,"3-block, H=48",rf_expected_utility,Small,0.8630218738440121,0.8955223880597015,0.216670094771263,0.025844695100678494,0.004274496654667077,0.04809977971872952,True,0.9187805116857833,0.055758637841771264,0.7686567164179104,0.1111111111111111,0.11194029850746269,0.008291873963515755,1206
0.15,block3_h48_seed10,"3-block, H=48",logreg_oracle_label,Small,0.8645393556995508,0.8988391376451078,0.2286652129703816,0.027362176956217,0.004053150786566828,0.05153093727554002,True,0.9187805116857833,0.05424115598623258,0.7454394693200663,0.12935323383084577,0.09950248756218906,0.02570480928689884,1206
0.15,block3_h48_seed10,"3-block, H=48",rf_oracle_label,Small,0.8606491784484429,0.8930348258706468,0.21590431614802655,0.023471999705109232,0.004406633350707806,0.04286191033599114,True,0.9187805116857833,0.05813133323734043,0.7081260364842454,0.16666666666666666,0.12106135986733002,0.0041459369817578775,1206
0.15,block3_h48_seed10,"3-block, H=48",oracle_multicapacity,Small,0.9187805116857833,0.9494195688225538,0.20426038091180324,0.08160333294244985,0.058307959143881455,0.10528645704946411,True,0.9187805116857833,0.0,0.9038142620232172,0.05306799336650083,0.02902155887230514,0.014096185737976783,1206
0.2,block3_h48_seed10,"3-block, H=48",ridge_expected_utility,Small,0.8731567051155018,0.9170812603648425,0.21962277624670243,0.046030472318973135,0.015187504785987413,0.07491053878458451,True,0.9085674926401931,0.03541078752469129,0.8034825870646766,0.02902155887230514,0.16749585406301823,0.0,1206
0.2,block3_h48_seed10,"3-block, H=48",rf_expected_utility,Small,0.8503538961217317,0.8930348258706468,0.21340464874457482,0.02322766332520295,-3.568040955516574e-05,0.047006319132259285,False,0.9085674926401931,0.058213596518461364,0.7736318407960199,0.11525704809286899,0.10530679933665009,0.005804311774461028,1206
0.2,block3_h48_seed10,"3-block, H=48",logreg_oracle_label,Small,0.8531060950510314,0.8988391376451078,0.2286652129703816,0.025979862254502634,0.0023276078677515136,0.0497168423086374,True,0.9085674926401931,0.05546139758916169,0.7454394693200663,0.12935323383084577,0.09950248756218906,0.02570480928689884,1206
0.2,block3_h48_seed10,"3-block, H=48",rf_oracle_label,Small,0.8498539626410415,0.8930348258706468,0.21590431614802655,0.02272772984451262,0.002880018414874179,0.04252465941930573,True,0.9085674926401931,0.05871352999915158,0.7081260364842454,0.16666666666666666,0.12106135986733002,0.0041459369817578775,1206
0.2,block3_h48_seed10,"3-block, H=48",oracle_multicapacity,Small,0.9085674926401931,0.9494195688225538,0.20426038091180324,0.0814412598436644,0.059086567596124524,0.10491768181861538,True,0.9085674926401931,0.0,0.9038142620232172,0.05306799336650083,0.02902155887230514,0.014096185737976783,1206
0.3,block3_h48_seed10,"3-block, H=48",ridge_expected_utility,Small,0.8537255333009255,0.9170812603648425,0.21118575687972257,0.046701192398006436,0.018025490270786454,0.07264679676177792,True,0.8881414545490128,0.034415921248087344,0.824212271973466,0.05306799336650083,0.12271973466003316,0.0,1206
0.3,block3_h48_seed10,"3-block, H=48",rf_expected_utility,Small,0.8273380833435324,0.8897180762852405,0.20793330980569316,0.02031374244061326,-0.0012385960864655478,0.043217491495903274,False,0.8881414545490128,0.060803371205480405,0.785240464344942,0.12437810945273632,0.08706467661691543,0.003316749585406302,1206
0.3,block3_h48_seed10,"3-block, H=48",logreg_oracle_label,Small,0.8302395737539932,0.8988391376451078,0.2286652129703816,0.023215232851074057,-0.0007116509586891917,0.04676468933457206,False,0.8881414545490128,0.05790188079501968,0.7454394693200663,0.12935323383084577,0.09950248756218906,0.02570480928689884,1206
0.3,block3_h48_seed10,"3-block, H=48",rf_oracle_label,Small,0.8282635310262386,0.8930348258706468,0.21590431614802655,0.021239190123319557,0.0015676746888242915,0.041312709067773325,True,0.8881414545490128,0.05987792352277421,0.7081260364842454,0.16666666666666666,0.12106135986733002,0.0041459369817578775,1206
0.3,block3_h48_seed10,"3-block, H=48",oracle_multicapacity,Small,0.8881414545490128,0.9494195688225538,0.20426038091180324,0.08111711364609367,0.05875946920733937,0.10529187800664144,True,0.8881414545490128,0.0,0.9038142620232172,0.05306799336650083,0.02902155887230514,0.014096185737976783,1206
0.0,block3_h72_seed14,"3-block, H=72",ridge_expected_utility,Medium,0.8208232445520581,0.8208232445520581,0.8464431957808506,-0.008071025020177562,-0.037933817594834544,0.021811945117029934,False,0.9354317998385795,0.11460855528652136,0.0,0.003228410008071025,0.24455205811138014,0.7522195318805488,1239
0.0,block3_h72_seed14,"3-block, H=72",rf_expected_utility,Medium,0.8361581920903954,0.8361581920903954,0.3424734949146214,0.007263922518159807,-0.01694915254237288,0.03551251008878128,False,0.9354317998385795,0.09927360774818406,0.35351089588377727,0.3026634382566586,0.20742534301856336,0.13640032284100082,1239
0.0,block3_h72_seed14,"3-block, H=72",logreg_oracle_label,Medium,0.8119451170298628,0.8119451170298628,0.7116958362307958,-0.01694915254237288,-0.03551251008878128,0.004035512510088781,False,0.9354317998385795,0.12348668280871666,0.354317998385795,0.0,0.0,0.645682001614205,1239
0.0,block3_h72_seed14,"3-block, H=72",rf_oracle_label,Medium,0.8208232445520581,0.8208232445520581,0.31769293317352004,-0.008071025020177562,-0.04600484261501211,0.026634382566585957,False,0.9354317998385795,0.11460855528652136,0.6311541565778854,0.13075060532687652,0.10411622276029056,0.13397901533494755,1239
0.0,block3_h72_seed14,"3-block, H=72",oracle_multicapacity,Medium,0.9354317998385795,0.9354317998385795,0.2070717808916266,0.10653753026634383,0.08716707021791767,0.129136400322841,True,0.9354317998385795,0.0,0.87409200968523,0.06295399515738499,0.05084745762711865,0.012106537530266344,1239
0.01,block3_h72_seed14,"3-block, H=72",ridge_expected_utility,Medium,0.8153496858840693,0.8232445520581114,0.7894866174042098,-0.00971821260246576,-0.037184391189552565,0.016087551915048296,False,0.9333610820296633,0.11801139614559397,0.002421307506053269,0.009685230024213076,0.3252623083131558,0.6626311541565779,1239
0.01,block3_h72_seed14,"3-block, H=72",rf_expected_utility,Medium,0.8353151247721485,0.8385794995964487,0.32643748243002013,0.010247226285613482,-0.013933583628100588,0.037848549478852904,False,0.9333610820296633,0.09804595725751475,0.5948345439870864,0.08071025020177562,0.20258272800645682,0.12187247780468119,1239
0.01,block3_h72_seed14,"3-block, H=72",logreg_oracle_label,Medium,0.8048281586675549,0.8119451170298628,0.7116958362307958,-0.02023973981898022,-0.03936162782643453,0.0008772561879222035,False,0.9333610820296633,0.12853292336210842,0.354317998385795,0.0,0.0,0.645682001614205,1239
0.01,block3_h72_seed14,"3-block, H=72",rf_oracle_label,Medium,0.8176463152203229,0.8208232445520581,0.31769293317352004,-0.0074215832662121554,-0.04455704634084719,0.027341218407594216,False,0.9333610820296633,0.11571476680934034,0.6311541565778854,0.13075060532687652,0.10411622276029056,0.13397901533494755,1239
0.01,block3_h72_seed14,"3-block, H=72",oracle_multicapacity,Medium,0.9333610820296633,0.9354317998385795,0.2070717808916266,0.10829318354312817,0.08808596833503123,0.13005982782565167,True,0.9333610820296633,0.0,0.87409200968523,0.06295399515738499,0.05084745762711865,0.012106537530266344,1239
0.02,block3_h72_seed14,"3-block, H=72",ridge_expected_utility,Medium,0.8159492383954059,0.8288942695722357,0.6472515588414913,-0.005292289005428526,-0.027433719271327407,0.014065905661405951,False,0.931290364220747,0.11534112582534106,0.01775625504439064,0.021791767554479417,0.519774011299435,0.4406779661016949,1239
