lambda,heldout,variant_label,method,utility_mean,utility_std,top1_mean,top1_std,latency_mean,latency_std,select_Tiny_mean,select_Small_mean,select_Medium_mean,select_Full_mean,n
0.01,block3_h36_seed13,"3-block, H=36",rf_expected_utility,0.8854789317254244,0.007861589655644464,0.8883455582722086,0.00785953607252886,0.28666265467841967,0.003904668250674451,0.6715566422167889,0.06845965770171149,0.1817440912795436,0.07823960880195599,409
0.01,block3_h36_seed13,"3-block, H=36",rf_oracle_label,0.8755367692321702,0.014789962455643872,0.8785656071719642,0.014737686487387953,0.3028837939793902,0.03251441839821708,0.7074164629176855,0.11491442542787285,0.04808475957620212,0.1295843520782396,409
0.01,block3_h36_seed13,"3-block, H=36",ridge_expected_utility,0.8863189951651682,0.0026638019829956843,0.889160554197229,0.002823228700193726,0.2841559032060645,0.018300406234563266,0.33903830480847597,0.3447432762836186,0.2665036674816626,0.04971475142624287,409
0.01,block3_h48_seed10,"3-block, H=48",fixed_Full,0.8623051409618574,0.029988625738018422,0.8723051409618573,0.029988625738018512,1.0,0.0,0.0,0.0,0.0,1.0,402
0.01,block3_h48_seed10,"3-block, H=48",fixed_Medium,0.8800873934250788,0.0014361946994766424,0.8839137645107794,0.0014361946994766504,0.382637108570064,0.0,0.0,0.0,1.0,0.0,402
0.01,block3_h48_seed10,"3-block, H=48",fixed_Small,0.8653198273943867,0.016563005269849277,0.867330016583748,0.01656300526984926,0.20101891893609566,0.0,0.0,1.0,0.0,0.0,402
0.01,block3_h48_seed10,"3-block, H=48",fixed_Tiny,0.8513707069029475,0.019744412769138745,0.8532338308457712,0.019744412769138735,0.18631239428236002,0.0,1.0,0.0,0.0,0.0,402
0.01,block3_h48_seed10,"3-block, H=48",logreg_oracle_label,0.8965524855154038,0.0038391095868682275,0.8988391376451078,0.003799814009084433,0.2286652129703816,0.006067336376664722,0.7454394693200662,0.12935323383084577,0.09950248756218905,0.025704809286898837,402
0.01,block3_h48_seed10,"3-block, H=48",oracle_multicapacity,0.9473769650134357,0.0028989536058840483,0.9494195688225538,0.002872389398953405,0.2042603809118033,0.0031794963057557176,0.9038142620232174,0.05306799336650083,0.029021558872305144,0.014096185737976783,402
0.01,block3_h48_seed10,"3-block, H=48",rf_expected_utility,0.8994291458049055,0.006226302284936824,0.9021558872305141,0.00626022755826763,0.2726741425608487,0.01280324041377255,0.7139303482587064,0.0845771144278607,0.12769485903814262,0.07379767827529021,402
0.01,block3_h48_seed10,"3-block, H=48",rf_oracle_label,0.8908757827091663,0.004267165695980747,0.8930348258706468,0.00430858409843004,0.21590431614802652,0.004402329378018009,0.7081260364842454,0.16666666666666666,0.12106135986733002,0.004145936981757877,402
0.01,block3_h48_seed10,"3-block, H=48",ridge_expected_utility,0.9089030868220916,0.016605618587271113,0.9112769485903814,0.01656300526984923,0.23738617682897714,0.004374830582065986,0.7363184079601991,0.020729684908789386,0.23797678275290213,0.004975124378109453,402
0.01,block3_h72_seed14,"3-block, H=72",fixed_Full,0.797909604519774,0.01091828027317895,0.8079096045197739,0.01091828027317895,1.0,0.0,0.0,0.0,0.0,1.0,413
0.01,block3_h72_seed14,"3-block, H=72",fixed_Medium,0.8250678984865351,0.016121859851039744,0.8288942695722357,0.016121859851039744,0.3826371085700641,0.0,0.0,0.0,1.0,0.0,413
0.01,block3_h72_seed14,"3-block, H=72",fixed_Small,0.7897573652900577,0.05935908315802057,0.7917675544794189,0.05935908315802068,0.2010189189360956,0.0,0.0,1.0,0.0,0.0,413
0.01,block3_h72_seed14,"3-block, H=72",fixed_Tiny,0.8076606855809859,0.031969818111926306,0.8095238095238094,0.031969818111926306,0.18631239428236002,0.0,1.0,0.0,0.0,0.0,413
0.01,block3_h72_seed14,"3-block, H=72",logreg_oracle_label,0.8048281586675549,0.01226907681470792,0.8119451170298628,0.012425185083406471,0.7116958362307958,0.01580249553381544,0.354317998385795,0.0,0.0,0.645682001614205,413
0.01,block3_h72_seed14,"3-block, H=72",oracle_multicapacity,0.9333610820296632,0.005559859652642241,0.9354317998385794,0.005591770161642898,0.2070717808916266,0.0043344877117962735,0.87409200968523,0.06295399515738499,0.05084745762711864,0.012106537530266345,413
0.01,block3_h72_seed14,"3-block, H=72",rf_expected_utility,0.8353151247721485,0.010021967725084829,0.8385794995964487,0.009785597782875001,0.32643748243002013,0.02455759858696424,0.5948345439870865,0.08071025020177562,0.20258272800645682,0.12187247780468119,413
0.01,block3_h72_seed14,"3-block, H=72",rf_oracle_label,0.8176463152203229,0.02150846435000145,0.8208232445520581,0.021521051857906984,0.31769293317352,0.009834028742510778,0.6311541565778853,0.13075060532687652,0.10411622276029055,0.13397901533494752,413
0.01,block3_h72_seed14,"3-block, H=72",ridge_expected_utility,0.8153496858840693,0.019995623349438545,0.8232445520581114,0.019819256106228665,0.78948661740421,0.018555783929226476,0.002421307506053269,0.009685230024213076,0.3252623083131558,0.6626311541565778,413
