lambda,heldout,variant_label,ladder_seed,utility,top1,relative_latency,select_Tiny,select_Small,select_Medium,select_Full,n,method
0.1,block3_h36_seed13,"3-block, H=36",2,0.8380888171528451,0.8581907090464548,0.2010189189360956,0.0,1.0,0.0,0.0,409,fixed_Small
0.1,block3_h36_seed13,"3-block, H=36",2,0.8443768759400597,0.882640586797066,0.38263710857006406,0.0,0.0,1.0,0.0,409,fixed_Medium
0.1,block3_h36_seed13,"3-block, H=36",2,0.7606356968215161,0.8606356968215159,1.0,0.0,0.0,0.0,1.0,409,fixed_Full
0.1,block3_h36_seed13,"3-block, H=36",2,0.9313967586543243,0.9511002444987775,0.19703485844453048,0.9290953545232273,0.034229828850855744,0.03178484107579462,0.004889975550122249,409,oracle_multicapacity
0.1,block3_h36_seed13,"3-block, H=36",2,0.8684462283831369,0.8924205378973105,0.23974309514173525,0.3863080684596577,0.3691931540342298,0.24449877750611246,0.0,409,ridge_expected_utility
0.1,block3_h36_seed13,"3-block, H=36",2,0.8693314702661655,0.8924205378973105,0.23089067631144722,0.7163814180929096,0.10268948655256724,0.1687041564792176,0.012224938875305624,409,rf_expected_utility
0.1,block3_h36_seed13,"3-block, H=36",2,0.8620475186337327,0.8948655256723717,0.3281800703863874,0.7603911980440098,0.05134474327628362,0.019559902200488997,0.1687041564792176,409,logreg_oracle_label
0.1,block3_h36_seed13,"3-block, H=36",2,0.8338192845316911,0.863080684596577,0.29261400064885884,0.7334963325183375,0.1100244498777506,0.03667481662591687,0.1198044009779951,409,rf_oracle_label
0.15,block3_h36_seed13,"3-block, H=36",0,0.8669186665300177,0.8948655256723717,0.18631239428236,1.0,0.0,0.0,0.0,409,fixed_Tiny
0.15,block3_h36_seed13,"3-block, H=36",0,0.8671576756070184,0.8973105134474327,0.2010189189360956,0.0,1.0,0.0,0.0,409,fixed_Small
0.15,block3_h36_seed13,"3-block, H=36",0,0.8056851183110677,0.863080684596577,0.38263710857006406,0.0,0.0,1.0,0.0,409,fixed_Medium
0.15,block3_h36_seed13,"3-block, H=36",0,0.6788508557457211,0.8288508557457213,1.0,0.0,0.0,0.0,1.0,409,fixed_Full
0.15,block3_h36_seed13,"3-block, H=36",0,0.9300150746269004,0.9584352078239609,0.18946755464707138,0.9364303178484108,0.05134474327628362,0.012224938875305624,0.0,409,oracle_multicapacity
0.15,block3_h36_seed13,"3-block, H=36",0,0.862457928111884,0.8973105134474327,0.23235056890365854,0.4058679706601467,0.38875305623471884,0.20537897310513448,0.0,409,ridge_expected_utility
0.15,block3_h36_seed13,"3-block, H=36",0,0.8603351605190489,0.8948655256723717,0.23020243435548593,0.6968215158924206,0.10268948655256724,0.19559902200489,0.004889975550122249,409,rf_expected_utility
0.15,block3_h36_seed13,"3-block, H=36",0,0.8381649419222662,0.8875305623471883,0.3291041361661471,0.7579462102689487,0.0488997555012225,0.02444987775061125,0.1687041564792176,409,logreg_oracle_label
0.15,block3_h36_seed13,"3-block, H=36",0,0.8509088890657976,0.8924205378973105,0.2767443255434192,0.7017114914425427,0.13202933985330073,0.07579462102689487,0.09046454767726161,409,rf_oracle_label
0.15,block3_h36_seed13,"3-block, H=36",1,0.8253538743539786,0.8533007334963325,0.18631239428236,1.0,0.0,0.0,0.0,409,fixed_Tiny
0.15,block3_h36_seed13,"3-block, H=36",1,0.820702907880857,0.8508557457212714,0.2010189189360956,0.0,1.0,0.0,0.0,409,fixed_Small
0.15,block3_h36_seed13,"3-block, H=36",1,0.83257998383674,0.8899755501222494,0.38263710857006406,0.0,0.0,1.0,0.0,409,fixed_Medium
