variant,variant_label,capacity,capacity_label,seed,model,tie_aware_top1,strict_top1,biased_argmin_top1,mean_tie_count,same_action_diff_state_win,same_state_diff_action_win,same_action_diff_state_margin,same_state_diff_action_margin,relative_latency,latency_ms_b128,lambda,utility
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,0,tiny_full_seed0,0.894866,0.894866,0.894866,1.0,0.933985,0.991443,0.143116,0.137059,0.18631239428236,0.6416039541363716,0.1,0.8762347605717641
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,1,tiny_full_seed1,0.853301,0.853301,0.853301,1.0,0.893643,0.986553,0.133411,0.136722,0.18631239428236,0.6416039541363716,0.1,0.834669760571764
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,2,tiny_full_seed2,0.880196,0.880196,0.880196,1.0,0.915648,0.99511,0.141067,0.136097,0.18631239428236,0.6416039541363716,0.1,0.861564760571764
block3_h36_seed13,"3-block, H=36",small_full,Small,0,small_full_seed0,0.897311,0.897311,0.897311,1.0,0.93643,0.99511,0.143448,0.141824,0.2010189189360956,0.692248810082674,0.1,0.8772091081063904
block3_h36_seed13,"3-block, H=36",small_full,Small,1,small_full_seed1,0.850856,0.850856,0.850856,1.0,0.898533,0.979218,0.143942,0.133429,0.2010189189360956,0.692248810082674,0.1,0.8307541081063904
block3_h36_seed13,"3-block, H=36",small_full,Small,2,small_full_seed2,0.858191,0.858191,0.858191,1.0,0.91198,0.988998,0.141066,0.140822,0.2010189189360956,0.692248810082674,0.1,0.8380891081063905
block3_h36_seed13,"3-block, H=36",medium_full,Medium,0,medium_full_seed0,0.863081,0.863081,0.863081,1.0,0.9022,0.984108,0.143133,0.130611,0.382637108570064,1.3176873326301577,0.1,0.8248172891429936
block3_h36_seed13,"3-block, H=36",medium_full,Medium,1,medium_full_seed1,0.889976,0.889976,0.889976,1.0,0.908313,0.99022,0.158325,0.140349,0.382637108570064,1.3176873326301577,0.1,0.8517122891429936
block3_h36_seed13,"3-block, H=36",medium_full,Medium,2,medium_full_seed2,0.882641,0.882641,0.882641,1.0,0.927873,0.98533,0.148564,0.131509,0.382637108570064,1.3176873326301577,0.1,0.8443772891429936
block3_h36_seed13,"3-block, H=36",full,Full,0,full_seed0,0.828851,0.828851,0.828851,1.0,0.863081,0.979218,0.145654,0.142981,1.0,3.443699795752764,0.1,0.728851
block3_h36_seed13,"3-block, H=36",full,Full,1,full_seed1,0.875306,0.875306,0.875306,1.0,0.900978,0.986553,0.15247,0.137736,1.0,3.443699795752764,0.1,0.775306
block3_h36_seed13,"3-block, H=36",full,Full,2,full_seed2,0.860636,0.860636,0.860636,1.0,0.888753,0.982885,0.156012,0.144685,1.0,3.443699795752764,0.1,0.760636
block3_h48_seed10,"3-block, H=48",tiny_full,Tiny,0,tiny_full_seed0,0.868159,0.868159,0.868159,1.0,0.909204,0.992537,0.146118,0.139367,0.18631239428236,0.6416039541363716,0.1,0.849527760571764
block3_h48_seed10,"3-block, H=48",tiny_full,Tiny,1,tiny_full_seed1,0.830846,0.830846,0.830846,1.0,0.870647,0.983831,0.128531,0.13623,0.18631239428236,0.6416039541363716,0.1,0.812214760571764
block3_h48_seed10,"3-block, H=48",tiny_full,Tiny,2,tiny_full_seed2,0.860697,0.860697,0.860697,1.0,0.905473,0.99005,0.143962,0.137114,0.18631239428236,0.6416039541363716,0.1,0.8420657605717641
block3_h48_seed10,"3-block, H=48",small_full,Small,0,small_full_seed0,0.853234,0.853234,0.853234,1.0,0.896766,0.997512,0.139201,0.14486,0.2010189189360956,0.692248810082674,0.1,0.8331321081063905
block3_h48_seed10,"3-block, H=48",small_full,Small,1,small_full_seed1,0.885572,0.885572,0.885572,1.0,0.91791,0.991294,0.158403,0.139938,0.2010189189360956,0.692248810082674,0.1,0.8654701081063905
block3_h48_seed10,"3-block, H=48",small_full,Small,2,small_full_seed2,0.863184,0.863184,0.863184,1.0,0.904229,0.99005,0.147925,0.144826,0.2010189189360956,0.692248810082674,0.1,0.8430821081063904
block3_h48_seed10,"3-block, H=48",medium_full,Medium,0,medium_full_seed0,0.883085,0.883085,0.883085,1.0,0.916667,0.995025,0.147614,0.139254,0.382637108570064,1.3176873326301577,0.1,0.8448212891429936
block3_h48_seed10,"3-block, H=48",medium_full,Medium,1,medium_full_seed1,0.885572,0.885572,0.885572,1.0,0.912935,0.995025,0.165232,0.144869,0.382637108570064,1.3176873326301577,0.1,0.8473082891429936
block3_h48_seed10,"3-block, H=48",medium_full,Medium,2,medium_full_seed2,0.883085,0.883085,0.883085,1.0,0.915423,0.993781,0.150999,0.137633,0.382637108570064,1.3176873326301577,0.1,0.8448212891429936
block3_h48_seed10,"3-block, H=48",full,Full,0,full_seed0,0.840796,0.840796,0.840796,1.0,0.879353,0.992537,0.156519,0.146012,1.0,3.443699795752764,0.1,0.740796
block3_h48_seed10,"3-block, H=48",full,Full,1,full_seed1,0.900498,0.900498,0.900498,1.0,0.929104,0.992537,0.163478,0.143309,1.0,3.443699795752764,0.1,0.800498
block3_h48_seed10,"3-block, H=48",full,Full,2,full_seed2,0.875622,0.875622,0.875622,1.0,0.901741,0.993781,0.166312,0.150226,1.0,3.443699795752764,0.1,0.775622
block3_h72_seed14,"3-block, H=72",tiny_full,Tiny,0,tiny_full_seed0,0.815981,0.815981,0.815981,1.0,0.868039,0.992736,0.115235,0.135569,0.18631239428236,0.6416039541363716,0.1,0.797349760571764
block3_h72_seed14,"3-block, H=72",tiny_full,Tiny,1,tiny_full_seed1,0.774818,0.774818,0.774818,1.0,0.837772,0.991525,0.113704,0.141427,0.18631239428236,0.6416039541363716,0.1,0.756186760571764
block3_h72_seed14,"3-block, H=72",tiny_full,Tiny,2,tiny_full_seed2,0.837772,0.837772,0.837772,1.0,0.877724,0.990315,0.1221,0.135424,0.18631239428236,0.6416039541363716,0.1,0.819140760571764
block3_h72_seed14,"3-block, H=72",small_full,Small,0,small_full_seed0,0.731235,0.731235,0.731235,1.0,0.786925,0.991525,0.102013,0.144221,0.2010189189360956,0.692248810082674,0.1,0.7111331081063904
block3_h72_seed14,"3-block, H=72",small_full,Small,1,small_full_seed1,0.849879,0.849879,0.849879,1.0,0.894673,0.989104,0.131185,0.139305,0.2010189189360956,0.692248810082674,0.1,0.8297771081063905
block3_h72_seed14,"3-block, H=72",small_full,Small,2,small_full_seed2,0.794189,0.794189,0.794189,1.0,0.847458,0.991525,0.111314,0.140463,0.2010189189360956,0.692248810082674,0.1,0.7740871081063905
block3_h72_seed14,"3-block, H=72",medium_full,Medium,0,medium_full_seed0,0.842615,0.842615,0.842615,1.0,0.887409,0.979419,0.120048,0.139281,0.382637108570064,1.3176873326301577,0.1,0.8043512891429936
block3_h72_seed14,"3-block, H=72",medium_full,Medium,1,medium_full_seed1,0.83293,0.83293,0.83293,1.0,0.869249,0.985472,0.125578,0.140148,0.382637108570064,1.3176873326301577,0.1,0.7946662891429935
block3_h72_seed14,"3-block, H=72",medium_full,Medium,2,medium_full_seed2,0.811138,0.811138,0.811138,1.0,0.861985,0.986683,0.117116,0.136608,0.382637108570064,1.3176873326301577,0.1,0.7728742891429936
block3_h72_seed14,"3-block, H=72",full,Full,0,full_seed0,0.818402,0.818402,0.818402,1.0,0.857143,0.976998,0.122844,0.137266,1.0,3.443699795752764,0.1,0.718402
block3_h72_seed14,"3-block, H=72",full,Full,1,full_seed1,0.808717,0.808717,0.808717,1.0,0.853511,0.984262,0.121016,0.138081,1.0,3.443699795752764,0.1,0.708717
block3_h72_seed14,"3-block, H=72",full,Full,2,full_seed2,0.79661,0.79661,0.79661,1.0,0.830508,0.987893,0.123784,0.144994,1.0,3.443699795752764,0.1,0.6966100000000001
block2_h72_seed11,"2-block, H=72",tiny_full,Tiny,0,tiny_full_seed0,0.953125,0.951923,0.954327,1.002404,0.96875,0.986779,0.179288,0.188609,0.18631239428236,0.6416039541363716,0.15,0.925178140857646
block2_h72_seed11,"2-block, H=72",tiny_full,Tiny,1,tiny_full_seed1,0.967548,0.966346,0.96875,1.002404,0.975962,0.986779,0.18874,0.199597,0.18631239428236,0.6416039541363716,0.15,0.939601140857646
block2_h72_seed11,"2-block, H=72",tiny_full,Tiny,2,tiny_full_seed2,0.953125,0.951923,0.954327,1.002404,0.96875,0.984375,0.189649,0.188651,0.18631239428236,0.6416039541363716,0.15,0.925178140857646
block2_h72_seed11,"2-block, H=72",small_full,Small,0,small_full_seed0,0.929087,0.927885,0.930288,1.002404,0.953125,0.985577,0.164265,0.201268,0.2010189189360956,0.692248810082674,0.15,0.8989341621595857
block2_h72_seed11,"2-block, H=72",small_full,Small,1,small_full_seed1,0.97476,0.973558,0.975962,1.002404,0.980769,0.989183,0.195657,0.191234,0.2010189189360956,0.692248810082674,0.15,0.9446071621595856
block2_h72_seed11,"2-block, H=72",small_full,Small,2,small_full_seed2,0.97476,0.973558,0.975962,1.002404,0.983173,0.985577,0.189935,0.195729,0.2010189189360956,0.692248810082674,0.15,0.9446071621595856
block2_h72_seed11,"2-block, H=72",medium_full,Medium,0,medium_full_seed0,0.955529,0.954327,0.956731,1.002404,0.97476,0.986779,0.187505,0.191808,0.382637108570064,1.3176873326301577,0.15,0.8981334337144904
block2_h72_seed11,"2-block, H=72",medium_full,Medium,1,medium_full_seed1,0.97476,0.973558,0.975962,1.002404,0.983173,0.986779,0.188466,0.188182,0.382637108570064,1.3176873326301577,0.15,0.9173644337144904
block2_h72_seed11,"2-block, H=72",medium_full,Medium,2,medium_full_seed2,0.969952,0.96875,0.971154,1.002404,0.981971,0.984375,0.178739,0.185294,0.382637108570064,1.3176873326301577,0.15,0.9125564337144905
block2_h72_seed11,"2-block, H=72",full,Full,0,full_seed0,0.97476,0.973558,0.975962,1.002404,0.986779,0.986779,0.197086,0.184628,1.0,3.443699795752764,0.15,0.8247599999999999
block2_h72_seed11,"2-block, H=72",full,Full,1,full_seed1,0.967548,0.966346,0.96875,1.002404,0.985577,0.983173,0.199834,0.188855,1.0,3.443699795752764,0.15,0.8175479999999999
block2_h72_seed11,"2-block, H=72",full,Full,2,full_seed2,0.979567,0.978365,0.980769,1.002404,0.990385,0.987981,0.197445,0.189867,1.0,3.443699795752764,0.15,0.8295669999999999
block2_v18_seed12,"2-block, V=1.8",tiny_full,Tiny,0,tiny_full_seed0,0.994924,0.994924,0.994924,1.0,1.0,0.997462,0.219811,0.20385,0.18631239428236,0.6416039541363716,0.15,0.9669771408576461
block2_v18_seed12,"2-block, V=1.8",tiny_full,Tiny,1,tiny_full_seed1,1.0,1.0,1.0,1.0,1.0,1.0,0.222141,0.209399,0.18631239428236,0.6416039541363716,0.15,0.972053140857646
block2_v18_seed12,"2-block, V=1.8",tiny_full,Tiny,2,tiny_full_seed2,0.984772,0.984772,0.984772,1.0,0.993655,0.997462,0.219471,0.199997,0.18631239428236,0.6416039541363716,0.15,0.956825140857646
block2_v18_seed12,"2-block, V=1.8",small_full,Small,0,small_full_seed0,0.98731,0.98731,0.98731,1.0,0.992386,0.998731,0.210554,0.213613,0.2010189189360956,0.692248810082674,0.15,0.9571571621595857
block2_v18_seed12,"2-block, V=1.8",small_full,Small,1,small_full_seed1,0.979695,0.979695,0.979695,1.0,0.991117,0.997462,0.223452,0.198255,0.2010189189360956,0.692248810082674,0.15,0.9495421621595856
block2_v18_seed12,"2-block, V=1.8",small_full,Small,2,small_full_seed2,0.992386,0.992386,0.992386,1.0,0.994924,0.998731,0.21851,0.204858,0.2010189189360956,0.692248810082674,0.15,0.9622331621595857
block2_v18_seed12,"2-block, V=1.8",medium_full,Medium,0,medium_full_seed0,0.979695,0.979695,0.979695,1.0,0.988579,0.997462,0.212601,0.19645,0.382637108570064,1.3176873326301577,0.15,0.9222994337144904
block2_v18_seed12,"2-block, V=1.8",medium_full,Medium,1,medium_full_seed1,0.989848,0.989848,0.989848,1.0,0.993655,0.998731,0.21874,0.198138,0.382637108570064,1.3176873326301577,0.15,0.9324524337144904
block2_v18_seed12,"2-block, V=1.8",medium_full,Medium,2,medium_full_seed2,0.982234,0.982234,0.982234,1.0,0.988579,0.996193,0.210573,0.192982,0.382637108570064,1.3176873326301577,0.15,0.9248384337144905
block2_v18_seed12,"2-block, V=1.8",full,Full,0,full_seed0,0.994924,0.994924,0.994924,1.0,0.998731,0.998731,0.222441,0.19872,1.0,3.443699795752764,0.15,0.844924
block2_v18_seed12,"2-block, V=1.8",full,Full,1,full_seed1,0.989848,0.989848,0.989848,1.0,0.993655,0.998731,0.227576,0.198829,1.0,3.443699795752764,0.15,0.8398479999999999
block2_v18_seed12,"2-block, V=1.8",full,Full,2,full_seed2,0.992386,0.992386,0.992386,1.0,0.997462,0.998731,0.222241,0.200076,1.0,3.443699795752764,0.15,0.842386
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,0,tiny_full_seed0,0.894866,0.894866,0.894866,1.0,0.933985,0.991443,0.143116,0.137059,0.18631239428236,0.6416039541363716,0.15,0.8669191408576461
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,1,tiny_full_seed1,0.853301,0.853301,0.853301,1.0,0.893643,0.986553,0.133411,0.136722,0.18631239428236,0.6416039541363716,0.15,0.825354140857646
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,2,tiny_full_seed2,0.880196,0.880196,0.880196,1.0,0.915648,0.99511,0.141067,0.136097,0.18631239428236,0.6416039541363716,0.15,0.852249140857646
block3_h36_seed13,"3-block, H=36",small_full,Small,0,small_full_seed0,0.897311,0.897311,0.897311,1.0,0.93643,0.99511,0.143448,0.141824,0.2010189189360956,0.692248810082674,0.15,0.8671581621595856
block3_h36_seed13,"3-block, H=36",small_full,Small,1,small_full_seed1,0.850856,0.850856,0.850856,1.0,0.898533,0.979218,0.143942,0.133429,0.2010189189360956,0.692248810082674,0.15,0.8207031621595856
block3_h36_seed13,"3-block, H=36",small_full,Small,2,small_full_seed2,0.858191,0.858191,0.858191,1.0,0.91198,0.988998,0.141066,0.140822,0.2010189189360956,0.692248810082674,0.15,0.8280381621595857
block3_h36_seed13,"3-block, H=36",medium_full,Medium,0,medium_full_seed0,0.863081,0.863081,0.863081,1.0,0.9022,0.984108,0.143133,0.130611,0.382637108570064,1.3176873326301577,0.15,0.8056854337144904
block3_h36_seed13,"3-block, H=36",medium_full,Medium,1,medium_full_seed1,0.889976,0.889976,0.889976,1.0,0.908313,0.99022,0.158325,0.140349,0.382637108570064,1.3176873326301577,0.15,0.8325804337144904
block3_h36_seed13,"3-block, H=36",medium_full,Medium,2,medium_full_seed2,0.882641,0.882641,0.882641,1.0,0.927873,0.98533,0.148564,0.131509,0.382637108570064,1.3176873326301577,0.15,0.8252454337144904
block3_h36_seed13,"3-block, H=36",full,Full,0,full_seed0,0.828851,0.828851,0.828851,1.0,0.863081,0.979218,0.145654,0.142981,1.0,3.443699795752764,0.15,0.678851
block3_h36_seed13,"3-block, H=36",full,Full,1,full_seed1,0.875306,0.875306,0.875306,1.0,0.900978,0.986553,0.15247,0.137736,1.0,3.443699795752764,0.15,0.725306
block3_h36_seed13,"3-block, H=36",full,Full,2,full_seed2,0.860636,0.860636,0.860636,1.0,0.888753,0.982885,0.156012,0.144685,1.0,3.443699795752764,0.15,0.7106359999999999
block3_h48_seed10,"3-block, H=48",tiny_full,Tiny,0,tiny_full_seed0,0.868159,0.868159,0.868159,1.0,0.909204,0.992537,0.146118,0.139367,0.18631239428236,0.6416039541363716,0.15,0.8402121408576461
block3_h48_seed10,"3-block, H=48",tiny_full,Tiny,1,tiny_full_seed1,0.830846,0.830846,0.830846,1.0,0.870647,0.983831,0.128531,0.13623,0.18631239428236,0.6416039541363716,0.15,0.802899140857646
block3_h48_seed10,"3-block, H=48",tiny_full,Tiny,2,tiny_full_seed2,0.860697,0.860697,0.860697,1.0,0.905473,0.99005,0.143962,0.137114,0.18631239428236,0.6416039541363716,0.15,0.8327501408576461
block3_h48_seed10,"3-block, H=48",small_full,Small,0,small_full_seed0,0.853234,0.853234,0.853234,1.0,0.896766,0.997512,0.139201,0.14486,0.2010189189360956,0.692248810082674,0.15,0.8230811621595857
block3_h48_seed10,"3-block, H=48",small_full,Small,1,small_full_seed1,0.885572,0.885572,0.885572,1.0,0.91791,0.991294,0.158403,0.139938,0.2010189189360956,0.692248810082674,0.15,0.8554191621595857
block3_h48_seed10,"3-block, H=48",small_full,Small,2,small_full_seed2,0.863184,0.863184,0.863184,1.0,0.904229,0.99005,0.147925,0.144826,0.2010189189360956,0.692248810082674,0.15,0.8330311621595856
block3_h48_seed10,"3-block, H=48",medium_full,Medium,0,medium_full_seed0,0.883085,0.883085,0.883085,1.0,0.916667,0.995025,0.147614,0.139254,0.382637108570064,1.3176873326301577,0.15,0.8256894337144904
block3_h48_seed10,"3-block, H=48",medium_full,Medium,1,medium_full_seed1,0.885572,0.885572,0.885572,1.0,0.912935,0.995025,0.165232,0.144869,0.382637108570064,1.3176873326301577,0.15,0.8281764337144905
block3_h48_seed10,"3-block, H=48",medium_full,Medium,2,medium_full_seed2,0.883085,0.883085,0.883085,1.0,0.915423,0.993781,0.150999,0.137633,0.382637108570064,1.3176873326301577,0.15,0.8256894337144904
block3_h48_seed10,"3-block, H=48",full,Full,0,full_seed0,0.840796,0.840796,0.840796,1.0,0.879353,0.992537,0.156519,0.146012,1.0,3.443699795752764,0.15,0.690796
block3_h48_seed10,"3-block, H=48",full,Full,1,full_seed1,0.900498,0.900498,0.900498,1.0,0.929104,0.992537,0.163478,0.143309,1.0,3.443699795752764,0.15,0.750498
block3_h48_seed10,"3-block, H=48",full,Full,2,full_seed2,0.875622,0.875622,0.875622,1.0,0.901741,0.993781,0.166312,0.150226,1.0,3.443699795752764,0.15,0.725622
block3_h72_seed14,"3-block, H=72",tiny_full,Tiny,0,tiny_full_seed0,0.815981,0.815981,0.815981,1.0,0.868039,0.992736,0.115235,0.135569,0.18631239428236,0.6416039541363716,0.15,0.788034140857646
block3_h72_seed14,"3-block, H=72",tiny_full,Tiny,1,tiny_full_seed1,0.774818,0.774818,0.774818,1.0,0.837772,0.991525,0.113704,0.141427,0.18631239428236,0.6416039541363716,0.15,0.746871140857646
block3_h72_seed14,"3-block, H=72",tiny_full,Tiny,2,tiny_full_seed2,0.837772,0.837772,0.837772,1.0,0.877724,0.990315,0.1221,0.135424,0.18631239428236,0.6416039541363716,0.15,0.809825140857646
block3_h72_seed14,"3-block, H=72",small_full,Small,0,small_full_seed0,0.731235,0.731235,0.731235,1.0,0.786925,0.991525,0.102013,0.144221,0.2010189189360956,0.692248810082674,0.15,0.7010821621595856
block3_h72_seed14,"3-block, H=72",small_full,Small,1,small_full_seed1,0.849879,0.849879,0.849879,1.0,0.894673,0.989104,0.131185,0.139305,0.2010189189360956,0.692248810082674,0.15,0.8197261621595857
block3_h72_seed14,"3-block, H=72",small_full,Small,2,small_full_seed2,0.794189,0.794189,0.794189,1.0,0.847458,0.991525,0.111314,0.140463,0.2010189189360956,0.692248810082674,0.15,0.7640361621595857
block3_h72_seed14,"3-block, H=72",medium_full,Medium,0,medium_full_seed0,0.842615,0.842615,0.842615,1.0,0.887409,0.979419,0.120048,0.139281,0.382637108570064,1.3176873326301577,0.15,0.7852194337144904
block3_h72_seed14,"3-block, H=72",medium_full,Medium,1,medium_full_seed1,0.83293,0.83293,0.83293,1.0,0.869249,0.985472,0.125578,0.140148,0.382637108570064,1.3176873326301577,0.15,0.7755344337144904
block3_h72_seed14,"3-block, H=72",medium_full,Medium,2,medium_full_seed2,0.811138,0.811138,0.811138,1.0,0.861985,0.986683,0.117116,0.136608,0.382637108570064,1.3176873326301577,0.15,0.7537424337144905
block3_h72_seed14,"3-block, H=72",full,Full,0,full_seed0,0.818402,0.818402,0.818402,1.0,0.857143,0.976998,0.122844,0.137266,1.0,3.443699795752764,0.15,0.6684019999999999
block3_h72_seed14,"3-block, H=72",full,Full,1,full_seed1,0.808717,0.808717,0.808717,1.0,0.853511,0.984262,0.121016,0.138081,1.0,3.443699795752764,0.15,0.658717
block3_h72_seed14,"3-block, H=72",full,Full,2,full_seed2,0.79661,0.79661,0.79661,1.0,0.830508,0.987893,0.123784,0.144994,1.0,3.443699795752764,0.15,0.64661
block2_h72_seed11,"2-block, H=72",tiny_full,Tiny,0,tiny_full_seed0,0.953125,0.951923,0.954327,1.002404,0.96875,0.986779,0.179288,0.188609,0.18631239428236,0.6416039541363716,0.2,0.915862521143528
block2_h72_seed11,"2-block, H=72",tiny_full,Tiny,1,tiny_full_seed1,0.967548,0.966346,0.96875,1.002404,0.975962,0.986779,0.18874,0.199597,0.18631239428236,0.6416039541363716,0.2,0.9302855211435279
block2_h72_seed11,"2-block, H=72",tiny_full,Tiny,2,tiny_full_seed2,0.953125,0.951923,0.954327,1.002404,0.96875,0.984375,0.189649,0.188651,0.18631239428236,0.6416039541363716,0.2,0.915862521143528
block2_h72_seed11,"2-block, H=72",small_full,Small,0,small_full_seed0,0.929087,0.927885,0.930288,1.002404,0.953125,0.985577,0.164265,0.201268,0.2010189189360956,0.692248810082674,0.2,0.8888832162127809
block2_h72_seed11,"2-block, H=72",small_full,Small,1,small_full_seed1,0.97476,0.973558,0.975962,1.002404,0.980769,0.989183,0.195657,0.191234,0.2010189189360956,0.692248810082674,0.2,0.9345562162127808
block2_h72_seed11,"2-block, H=72",small_full,Small,2,small_full_seed2,0.97476,0.973558,0.975962,1.002404,0.983173,0.985577,0.189935,0.195729,0.2010189189360956,0.692248810082674,0.2,0.9345562162127808
block2_h72_seed11,"2-block, H=72",medium_full,Medium,0,medium_full_seed0,0.955529,0.954327,0.956731,1.002404,0.97476,0.986779,0.187505,0.191808,0.382637108570064,1.3176873326301577,0.2,0.8790015782859871
block2_h72_seed11,"2-block, H=72",medium_full,Medium,1,medium_full_seed1,0.97476,0.973558,0.975962,1.002404,0.983173,0.986779,0.188466,0.188182,0.382637108570064,1.3176873326301577,0.2,0.8982325782859871
block2_h72_seed11,"2-block, H=72",medium_full,Medium,2,medium_full_seed2,0.969952,0.96875,0.971154,1.002404,0.981971,0.984375,0.178739,0.185294,0.382637108570064,1.3176873326301577,0.2,0.8934245782859872
block2_h72_seed11,"2-block, H=72",full,Full,0,full_seed0,0.97476,0.973558,0.975962,1.002404,0.986779,0.986779,0.197086,0.184628,1.0,3.443699795752764,0.2,0.7747599999999999
block2_h72_seed11,"2-block, H=72",full,Full,1,full_seed1,0.967548,0.966346,0.96875,1.002404,0.985577,0.983173,0.199834,0.188855,1.0,3.443699795752764,0.2,0.7675479999999999
block2_h72_seed11,"2-block, H=72",full,Full,2,full_seed2,0.979567,0.978365,0.980769,1.002404,0.990385,0.987981,0.197445,0.189867,1.0,3.443699795752764,0.2,0.7795669999999999
block2_v18_seed12,"2-block, V=1.8",tiny_full,Tiny,0,tiny_full_seed0,0.994924,0.994924,0.994924,1.0,1.0,0.997462,0.219811,0.20385,0.18631239428236,0.6416039541363716,0.2,0.957661521143528
block2_v18_seed12,"2-block, V=1.8",tiny_full,Tiny,1,tiny_full_seed1,1.0,1.0,1.0,1.0,1.0,1.0,0.222141,0.209399,0.18631239428236,0.6416039541363716,0.2,0.962737521143528
block2_v18_seed12,"2-block, V=1.8",tiny_full,Tiny,2,tiny_full_seed2,0.984772,0.984772,0.984772,1.0,0.993655,0.997462,0.219471,0.199997,0.18631239428236,0.6416039541363716,0.2,0.9475095211435279
block2_v18_seed12,"2-block, V=1.8",small_full,Small,0,small_full_seed0,0.98731,0.98731,0.98731,1.0,0.992386,0.998731,0.210554,0.213613,0.2010189189360956,0.692248810082674,0.2,0.9471062162127809
block2_v18_seed12,"2-block, V=1.8",small_full,Small,1,small_full_seed1,0.979695,0.979695,0.979695,1.0,0.991117,0.997462,0.223452,0.198255,0.2010189189360956,0.692248810082674,0.2,0.9394912162127809
block2_v18_seed12,"2-block, V=1.8",small_full,Small,2,small_full_seed2,0.992386,0.992386,0.992386,1.0,0.994924,0.998731,0.21851,0.204858,0.2010189189360956,0.692248810082674,0.2,0.9521822162127809
block2_v18_seed12,"2-block, V=1.8",medium_full,Medium,0,medium_full_seed0,0.979695,0.979695,0.979695,1.0,0.988579,0.997462,0.212601,0.19645,0.382637108570064,1.3176873326301577,0.2,0.9031675782859871
block2_v18_seed12,"2-block, V=1.8",medium_full,Medium,1,medium_full_seed1,0.989848,0.989848,0.989848,1.0,0.993655,0.998731,0.21874,0.198138,0.382637108570064,1.3176873326301577,0.2,0.9133205782859871
block2_v18_seed12,"2-block, V=1.8",medium_full,Medium,2,medium_full_seed2,0.982234,0.982234,0.982234,1.0,0.988579,0.996193,0.210573,0.192982,0.382637108570064,1.3176873326301577,0.2,0.9057065782859872
block2_v18_seed12,"2-block, V=1.8",full,Full,0,full_seed0,0.994924,0.994924,0.994924,1.0,0.998731,0.998731,0.222441,0.19872,1.0,3.443699795752764,0.2,0.794924
block2_v18_seed12,"2-block, V=1.8",full,Full,1,full_seed1,0.989848,0.989848,0.989848,1.0,0.993655,0.998731,0.227576,0.198829,1.0,3.443699795752764,0.2,0.7898479999999999
block2_v18_seed12,"2-block, V=1.8",full,Full,2,full_seed2,0.992386,0.992386,0.992386,1.0,0.997462,0.998731,0.222241,0.200076,1.0,3.443699795752764,0.2,0.792386
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,0,tiny_full_seed0,0.894866,0.894866,0.894866,1.0,0.933985,0.991443,0.143116,0.137059,0.18631239428236,0.6416039541363716,0.2,0.857603521143528
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,1,tiny_full_seed1,0.853301,0.853301,0.853301,1.0,0.893643,0.986553,0.133411,0.136722,0.18631239428236,0.6416039541363716,0.2,0.8160385211435279
block3_h36_seed13,"3-block, H=36",tiny_full,Tiny,2,tiny_full_seed2,0.880196,0.880196,0.880196,1.0,0.915648,0.99511,0.141067,0.136097,0.18631239428236,0.6416039541363716,0.2,0.8429335211435279
block3_h36_seed13,"3-block, H=36",small_full,Small,0,small_full_seed0,0.897311,0.897311,0.897311,1.0,0.93643,0.99511,0.143448,0.141824,0.2010189189360956,0.692248810082674,0.2,0.8571072162127809
block3_h36_seed13,"3-block, H=36",small_full,Small,1,small_full_seed1,0.850856,0.850856,0.850856,1.0,0.898533,0.979218,0.143942,0.133429,0.2010189189360956,0.692248810082674,0.2,0.8106522162127808
block3_h36_seed13,"3-block, H=36",small_full,Small,2,small_full_seed2,0.858191,0.858191,0.858191,1.0,0.91198,0.988998,0.141066,0.140822,0.2010189189360956,0.692248810082674,0.2,0.8179872162127809
block3_h36_seed13,"3-block, H=36",medium_full,Medium,0,medium_full_seed0,0.863081,0.863081,0.863081,1.0,0.9022,0.984108,0.143133,0.130611,0.382637108570064,1.3176873326301577,0.2,0.7865535782859872
block3_h36_seed13,"3-block, H=36",medium_full,Medium,1,medium_full_seed1,0.889976,0.889976,0.889976,1.0,0.908313,0.99022,0.158325,0.140349,0.382637108570064,1.3176873326301577,0.2,0.8134485782859872
block3_h36_seed13,"3-block, H=36",medium_full,Medium,2,medium_full_seed2,0.882641,0.882641,0.882641,1.0,0.927873,0.98533,0.148564,0.131509,0.382637108570064,1.3176873326301577,0.2,0.8061135782859872
block3_h36_seed13,"3-block, H=36",full,Full,0,full_seed0,0.828851,0.828851,0.828851,1.0,0.863081,0.979218,0.145654,0.142981,1.0,3.443699795752764,0.2,0.628851
block3_h36_seed13,"3-block, H=36",full,Full,1,full_seed1,0.875306,0.875306,0.875306,1.0,0.900978,0.986553,0.15247,0.137736,1.0,3.443699795752764,0.2,0.675306
block3_h36_seed13,"3-block, H=36",full,Full,2,full_seed2,0.860636,0.860636,0.860636,1.0,0.888753,0.982885,0.156012,0.144685,1.0,3.443699795752764,0.2,0.660636
