lambda,heldout,variant_label,method,utility,ci95_low,ci95_high,route_rate,n
0.5,block3_h48_seed10,"3-block, H=48",DELTA:rh_context_latent-cheap,0.0012437810945273632,-0.0024875621890547263,0.006218905472636816,,402
0.02,block3_h72_seed14,"3-block, H=72",cheap,0.7312348668280871,0.6876513317191283,0.7723970944309927,0.0,413
0.02,block3_h72_seed14,"3-block, H=72",full,0.7984019370460052,0.7620823244552061,0.8347215496368041,1.0,413
0.02,block3_h72_seed14,"3-block, H=72",confidence,0.7759322033898306,0.7366089588377724,0.8146283292978208,0.1864406779661017,413
0.02,block3_h72_seed14,"3-block, H=72",context_cls,0.7699273607748185,0.7291029055690073,0.8103716707021793,0.1234866828087167,413
0.02,block3_h72_seed14,"3-block, H=72",knn_context,0.8065375302663439,0.7691973365617435,0.8426646489104117,0.4721549636803874,413
0.02,block3_h72_seed14,"3-block, H=72",rh_context,0.8018401937046007,0.7647941888619855,0.8404382566585957,0.4648910411622276,413
0.02,block3_h72_seed14,"3-block, H=72",knn_context_latent,0.8057627118644068,0.7670217917675546,0.8440702179176756,0.2687651331719128,413
0.02,block3_h72_seed14,"3-block, H=72",rh_context_latent,0.7963680387409202,0.7555411622276029,0.8330278450363197,0.2542372881355932,413
0.02,block3_h72_seed14,"3-block, H=72",oracle,0.892590799031477,0.8612566585956417,0.9192748184019373,0.16464891041162227,413
0.02,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-knn_context,-0.0007748184019370424,-0.02697457627118643,0.0250859564164649,,413
0.02,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-rh_context,-0.0054721549636803845,-0.034237288135593215,0.02387409200968523,,413
0.02,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-confidence,0.029830508474576273,0.0010641646489104107,0.05820823244552058,,413
0.02,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-confidence,0.020435835351089587,-0.010992736077481842,0.05123849878934625,,413
0.02,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-context_cls,0.03583535108958837,0.00677966101694915,0.06654116222760292,,413
0.02,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-context_cls,0.02644067796610169,-0.0018898305084745766,0.05554479418886198,,413
0.02,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-cheap,0.07452784503631961,0.04295399515738498,0.10629661016949152,,413
0.02,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-cheap,0.06513317191283292,0.03622276029055689,0.0942869249394673,,413
0.05,block3_h72_seed14,"3-block, H=72",cheap,0.7312348668280871,0.6876513317191283,0.7724576271186443,0.0,413
0.05,block3_h72_seed14,"3-block, H=72",full,0.7684019370460048,0.7296610169491526,0.8047215496368036,1.0,413
0.05,block3_h72_seed14,"3-block, H=72",confidence,0.7703389830508474,0.7290556900726393,0.809203995157385,0.1864406779661017,413
0.05,block3_h72_seed14,"3-block, H=72",context_cls,0.7662227602905569,0.7239558111380145,0.8050847457627118,0.1234866828087167,413
0.05,block3_h72_seed14,"3-block, H=72",knn_context,0.7796610169491526,0.7375302663438257,0.8188922518159807,0.3389830508474576,413
0.05,block3_h72_seed14,"3-block, H=72",rh_context,0.7878934624697336,0.7508474576271187,0.8267584745762713,0.4648910411622276,413
0.05,block3_h72_seed14,"3-block, H=72",knn_context_latent,0.7976997578692494,0.7594370460048425,0.8346246973365617,0.2687651331719128,413
0.05,block3_h72_seed14,"3-block, H=72",rh_context_latent,0.7938256658595643,0.7547215496368038,0.8314860774818401,0.24939467312348668,413
0.05,block3_h72_seed14,"3-block, H=72",oracle,0.8876513317191284,0.8570217917675546,0.9136834140435836,0.16464891041162227,413
0.05,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-knn_context,0.018038740920096854,-0.008840799031476995,0.04539951573849879,,413
0.05,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-rh_context,0.005932203389830511,-0.021552663438256646,0.035596246973365636,,413
0.05,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-confidence,0.027360774818401937,-0.0003662227602905578,0.05556900726392252,,413
0.05,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-confidence,0.023486682808716706,-0.0009715496368038771,0.04939769975786926,,413
0.05,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-context_cls,0.03147699757869248,0.002657384987893454,0.06065677966101695,,413
0.05,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-context_cls,0.02760290556900725,-0.002787530266343828,0.05859866828087167,,413
0.05,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-cheap,0.06646489104116221,0.035469128329297814,0.0972185230024213,,413
0.05,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-cheap,0.06259079903147699,0.034261501210653744,0.09213075060532687,,413
0.1,block3_h72_seed14,"3-block, H=72",cheap,0.7312348668280871,0.6900726392251816,0.7723970944309927,0.0,413
0.1,block3_h72_seed14,"3-block, H=72",full,0.7184019370460051,0.6796610169491529,0.7547215496368042,1.0,413
0.1,block3_h72_seed14,"3-block, H=72",confidence,0.7561743341404358,0.714043583535109,0.7973426150121066,0.13801452784503632,413
0.1,block3_h72_seed14,"3-block, H=72",context_cls,0.7547215496368039,0.713311138014528,0.7946731234866827,0.10411622276029056,413
0.1,block3_h72_seed14,"3-block, H=72",knn_context,0.7627118644067796,0.7237288135593222,0.8014648910411624,0.3389830508474576,413
0.1,block3_h72_seed14,"3-block, H=72",rh_context,0.7602905569007264,0.7188801452784505,0.7992857142857144,0.31476997578692495,413
0.1,block3_h72_seed14,"3-block, H=72",knn_context_latent,0.7803874092009685,0.7394673123486682,0.81840799031477,0.162227602905569,413
0.1,block3_h72_seed14,"3-block, H=72",rh_context_latent,0.78135593220339,0.7433414043583535,0.816949152542373,0.24939467312348668,413
0.1,block3_h72_seed14,"3-block, H=72",oracle,0.8794188861985474,0.8491525423728815,0.9079903147699758,0.16464891041162227,413
0.1,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-knn_context,0.017675544794188865,-0.010169491525423726,0.046737288135593254,,413
0.1,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-rh_context,0.021065375302663437,-0.00460048426150121,0.0486682808716707,,413
0.1,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-confidence,0.024213075060532687,-0.002179176755447942,0.04939467312348668,,413
0.1,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-confidence,0.025181598062954,0.0007263922518159826,0.050127118644067825,,413
0.1,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-context_cls,0.025665859564164648,-0.0012106537530266344,0.05230024213075061,,413
0.1,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-context_cls,0.02663438256658596,-0.0009685230024213084,0.05423728813559322,,413
0.1,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-cheap,0.04915254237288136,0.023970944309927363,0.07506658595641649,,413
0.1,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-cheap,0.05012106537530267,0.021791767554479417,0.07990920096852304,,413
0.2,block3_h72_seed14,"3-block, H=72",cheap,0.7312348668280871,0.6876513317191283,0.774818401937046,0.0,413
0.2,block3_h72_seed14,"3-block, H=72",full,0.6184019370460048,0.5796610169491525,0.6547215496368038,1.0,413
0.2,block3_h72_seed14,"3-block, H=72",confidence,0.7312348668280871,0.6876513317191283,0.774818401937046,0.0,413
0.2,block3_h72_seed14,"3-block, H=72",context_cls,0.7443099273607747,0.7031476997578692,0.7864406779661017,0.10411622276029056,413
0.2,block3_h72_seed14,"3-block, H=72",knn_context,0.7288135593220338,0.6871670702179176,0.7690072639225181,0.3389830508474576,413
0.2,block3_h72_seed14,"3-block, H=72",rh_context,0.7278450363196126,0.683777239709443,0.7690072639225182,0.162227602905569,413
0.2,block3_h72_seed14,"3-block, H=72",knn_context_latent,0.7457627118644068,0.7031476997578692,0.7859564164648911,0.0847457627118644,413
0.2,block3_h72_seed14,"3-block, H=72",rh_context_latent,0.7341404358353512,0.6900726392251816,0.7767554479418887,0.05811138014527845,413
0.2,block3_h72_seed14,"3-block, H=72",oracle,0.8629539951573849,0.8329297820823246,0.8915254237288135,0.16464891041162227,413
0.2,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-knn_context,0.016949152542372874,-0.015012106537530273,0.04842615012106537,,413
0.2,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-rh_context,0.0062953995157384954,-0.017917675544794193,0.029055690072639227,,413
0.2,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-confidence,0.014527845036319617,-0.0014648910411622215,0.031476997578692496,,413
0.2,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-confidence,0.002905569007263926,-0.011138014527845033,0.016464891041162232,,413
0.2,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-context_cls,0.0014527845036319605,-0.021307506053268768,0.024697336561743343,,413
0.2,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-context_cls,-0.010169491525423732,-0.03099273607748184,0.011138014527845035,,413
0.2,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-cheap,0.014527845036319617,-0.0033898305084745727,0.03196125907990315,,413
0.2,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-cheap,0.002905569007263926,-0.011138014527845033,0.01646489104116223,,413
0.3,block3_h72_seed14,"3-block, H=72",cheap,0.7312348668280871,0.6900726392251816,0.7723970944309927,0.0,413
0.3,block3_h72_seed14,"3-block, H=72",full,0.518401937046005,0.47966101694915264,0.554721549636804,1.0,413
0.3,block3_h72_seed14,"3-block, H=72",confidence,0.7312348668280871,0.6876513317191283,0.774818401937046,0.0,413
0.3,block3_h72_seed14,"3-block, H=72",context_cls,0.7278450363196126,0.6820823244552059,0.7707082324455204,0.09200968523002422,413
0.3,block3_h72_seed14,"3-block, H=72",knn_context,0.7249394673123486,0.6815980629539952,0.7687651331719129,0.15012106537530268,413
0.3,block3_h72_seed14,"3-block, H=72",rh_context,0.712590799031477,0.6677905569007264,0.7566646489104117,0.14285714285714285,413
0.3,block3_h72_seed14,"3-block, H=72",knn_context_latent,0.7372881355932204,0.6932203389830509,0.7787046004842615,0.0847457627118644,413
0.3,block3_h72_seed14,"3-block, H=72",rh_context_latent,0.7329297820823244,0.6893462469733656,0.774818401937046,0.002421307506053269,413
0.3,block3_h72_seed14,"3-block, H=72",oracle,0.8464891041162228,0.8164648910411624,0.8760290556900727,0.16464891041162227,413
0.3,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-knn_context,0.012348668280871673,-0.012112590799031474,0.03631961259079903,,413
0.3,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-rh_context,0.020338983050847463,-0.001943099273607742,0.0440677966101695,,413
0.3,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-confidence,0.006053268765133167,-0.010653753026634386,0.02227602905569007,,413
0.3,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-confidence,0.001694915254237288,0.0,0.005084745762711863,,413
0.3,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-context_cls,0.009443099273607748,-0.010901937046004843,0.030992736077481837,,413
0.3,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-context_cls,0.005084745762711866,-0.013075060532687645,0.023728813559322035,,413
0.3,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-cheap,0.006053268765133167,-0.010653753026634388,0.023002421307506054,,413
0.3,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-cheap,0.001694915254237288,0.0,0.005084745762711863,,413
0.5,block3_h72_seed14,"3-block, H=72",cheap,0.7312348668280871,0.6852300242130751,0.774818401937046,0.0,413
0.5,block3_h72_seed14,"3-block, H=72",full,0.31840193704600483,0.2820823244552058,0.35472154963680386,1.0,413
0.5,block3_h72_seed14,"3-block, H=72",confidence,0.7312348668280871,0.6876513317191283,0.774818401937046,0.0,413
0.5,block3_h72_seed14,"3-block, H=72",context_cls,0.7094430992736077,0.6646489104116223,0.7542372881355932,0.09200968523002422,413
0.5,block3_h72_seed14,"3-block, H=72",knn_context,0.7324455205811138,0.6912530266343826,0.774818401937046,0.002421307506053269,413
0.5,block3_h72_seed14,"3-block, H=72",rh_context,0.7324455205811138,0.6900726392251816,0.7736077481840193,0.002421307506053269,413
0.5,block3_h72_seed14,"3-block, H=72",knn_context_latent,0.7215496368038741,0.6755447941888619,0.7639225181598063,0.048426150121065374,413
0.5,block3_h72_seed14,"3-block, H=72",rh_context_latent,0.7312348668280871,0.6900726392251816,0.7723970944309927,0.0,413
0.5,block3_h72_seed14,"3-block, H=72",oracle,0.8135593220338984,0.7808716707021792,0.8450363196125908,0.16464891041162227,413
0.5,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-knn_context,-0.010895883777239709,-0.024213075060532687,0.0012106537530266344,,413
0.5,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-rh_context,-0.0012106537530266344,-0.0036319612590799033,0.0,,413
0.5,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-confidence,-0.009685230024213076,-0.023002421307506054,0.0012106537530266344,,413
0.5,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-confidence,0.0,0.0,0.0,,413
0.5,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-context_cls,0.012106537530266344,-0.007263922518159807,0.03268765133171913,,413
0.5,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-context_cls,0.021791767554479417,0.0036319612590799033,0.0423728813559322,,413
0.5,block3_h72_seed14,"3-block, H=72",DELTA:knn_context_latent-cheap,-0.009685230024213076,-0.023002421307506054,0.002421307506053269,,413
0.5,block3_h72_seed14,"3-block, H=72",DELTA:rh_context_latent-cheap,0.0,0.0,0.0,,413
