variant,Tiny_mean,Tiny_std,Small_mean,Small_std,Medium_mean,Medium_std,Full_mean,Full_std
"3-block, H=36",0.876121,0.0210800029648954,0.8687860000000001,0.0249741321170526,0.8785660000000001,0.013902858519024,0.854931,0.0237471477234635
"3-block, H=48",0.853234,0.0197442971260058,0.8673299999999999,0.0165628665393403,0.883914,0.0014358701194746,0.8723053333333333,0.0299888714248025
"3-block, H=72",0.8095236666666666,0.0319698982534091,0.7917676666666668,0.0593590500710156,0.8288943333333334,0.0161218899739867,0.8079096666666666,0.0109184090568787
