lambda,heldout,variant_label,utility,top1,relative_latency,select_Tiny,select_Small,select_Medium,select_Full,method
0.02,block3_h36_seed13,"3-block, H=36",0.8932901350687106,0.8973105134474327,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.02,block3_h36_seed13,"3-block, H=36",0.8554279424251757,0.863080684596577,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.02,block3_h36_seed13,"3-block, H=36",0.8088508557457214,0.8288508557457213,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.02,block3_h36_seed13,"3-block, H=36",0.9546458567310195,0.9584352078239609,0.18946755464707138,0.9364303178484108,0.05134474327628362,0.012224938875305624,0.0,oracle_multicapacity
0.02,block3_h36_seed13,"3-block, H=36",0.8777843113174063,0.882640586797066,0.24281377398298307,0.2982885085574572,0.4474327628361858,0.254278728606357,0.0,ridge_expected_utility
0.02,block3_h36_seed13,"3-block, H=36",0.8770957646541466,0.882640586797066,0.2772411071459749,0.7163814180929096,0.06356968215158924,0.14425427872860636,0.07579462102689487,rf_expected_utility
0.02,block3_h36_seed13,"3-block, H=36",0.8898102482377898,0.8948655256723717,0.2527638717290966,0.7506112469437652,0.03667481662591687,0.17359413202933985,0.039119804400977995,logreg_oracle_label
0.02,block3_h36_seed13,"3-block, H=36",0.8927293450106514,0.8973105134474327,0.2290584218390739,0.726161369193154,0.1271393643031785,0.1271393643031785,0.019559902200488997,rf_oracle_label
0.05,block3_h36_seed13,"3-block, H=36",0.8855499059582536,0.8948655256723717,0.18631239428236,1.0,0.0,0.0,0.0,fixed_Tiny
0.05,block3_h36_seed13,"3-block, H=36",0.887259567500628,0.8973105134474327,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.05,block3_h36_seed13,"3-block, H=36",0.843948829168074,0.863080684596577,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.05,block3_h36_seed13,"3-block, H=36",0.7788508557457212,0.8288508557457213,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.05,block3_h36_seed13,"3-block, H=36",0.9489618300916073,0.9584352078239609,0.18946755464707138,0.9364303178484108,0.05134474327628362,0.012224938875305624,0.0,oracle_multicapacity
0.05,block3_h36_seed13,"3-block, H=36",0.8707363081338055,0.882640586797066,0.23808557326520904,0.31784841075794623,0.45232273838630804,0.22982885085574573,0.0,ridge_expected_utility
0.05,block3_h36_seed13,"3-block, H=36",0.8768594782481429,0.8899755501222494,0.26232143748213144,0.7286063569682152,0.06601466992665037,0.1491442542787286,0.05623471882640587,rf_expected_utility
0.05,block3_h36_seed13,"3-block, H=36",0.8822273320859169,0.8948655256723717,0.2527638717290966,0.7506112469437652,0.03667481662591687,0.17359413202933985,0.039119804400977995,logreg_oracle_label
0.05,block3_h36_seed13,"3-block, H=36",0.8858575923554791,0.8973105134474327,0.2290584218390739,0.726161369193154,0.1271393643031785,0.1271393643031785,0.019559902200488997,rf_oracle_label
0.1,block3_h36_seed13,"3-block, H=36",0.8762342862441355,0.8948655256723717,0.18631239428236,1.0,0.0,0.0,0.0,fixed_Tiny
0.1,block3_h36_seed13,"3-block, H=36",0.8772086215538231,0.8973105134474327,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.1,block3_h36_seed13,"3-block, H=36",0.8248169737395707,0.863080684596577,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.1,block3_h36_seed13,"3-block, H=36",0.7288508557457215,0.8288508557457213,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.1,block3_h36_seed13,"3-block, H=36",0.9394884523592535,0.9584352078239609,0.18946755464707138,0.9364303178484108,0.05134474327628362,0.012224938875305624,0.0,oracle_multicapacity
0.1,block3_h36_seed13,"3-block, H=36",0.856723049763947,0.8801955990220048,0.23472549258057843,0.33496332518337407,0.45232273838630804,0.21271393643031786,0.0,ridge_expected_utility
0.1,block3_h36_seed13,"3-block, H=36",0.871743090238065,0.8948655256723717,0.23122435434306607,0.7359413202933985,0.08801955990220049,0.16136919315403422,0.014669926650366748,rf_expected_utility
0.1,block3_h36_seed13,"3-block, H=36",0.8695891384994618,0.8948655256723717,0.2527638717290966,0.7506112469437652,0.03667481662591687,0.17359413202933985,0.039119804400977995,logreg_oracle_label
0.1,block3_h36_seed13,"3-block, H=36",0.8744046712635253,0.8973105134474327,0.2290584218390739,0.726161369193154,0.1271393643031785,0.1271393643031785,0.019559902200488997,rf_oracle_label
0.15,block3_h36_seed13,"3-block, H=36",0.8669186665300177,0.8948655256723717,0.18631239428236,1.0,0.0,0.0,0.0,fixed_Tiny
0.15,block3_h36_seed13,"3-block, H=36",0.8671576756070184,0.8973105134474327,0.2010189189360956,0.0,1.0,0.0,0.0,fixed_Small
0.15,block3_h36_seed13,"3-block, H=36",0.8056851183110677,0.863080684596577,0.38263710857006406,0.0,0.0,1.0,0.0,fixed_Medium
0.15,block3_h36_seed13,"3-block, H=36",0.6788508557457211,0.8288508557457213,1.0,0.0,0.0,0.0,1.0,fixed_Full
0.15,block3_h36_seed13,"3-block, H=36",0.9300150746269004,0.9584352078239609,0.18946755464707138,0.9364303178484108,0.05134474327628362,0.012224938875305624,0.0,oracle_multicapacity
0.15,block3_h36_seed13,"3-block, H=36",0.8500873622809607,0.8850855745721271,0.23332141527444303,0.33985330073349634,0.4547677261613692,0.20537897310513448,0.0,ridge_expected_utility
0.15,block3_h36_seed13,"3-block, H=36",0.8610559291294492,0.8948655256723717,0.22539731028615012,0.7457212713936431,0.09290953545232274,0.15158924205378974,0.009779951100244499,rf_expected_utility
0.15,block3_h36_seed13,"3-block, H=36",0.8569509449130073,0.8948655256723717,0.2527638717290966,0.7506112469437652,0.03667481662591687,0.17359413202933985,0.039119804400977995,logreg_oracle_label
0.15,block3_h36_seed13,"3-block, H=36",0.8629517501715719,0.8973105134474327,0.2290584218390739,0.726161369193154,0.1271393643031785,0.1271393643031785,0.019559902200488997,rf_oracle_label
0.2,block3_h36_seed13,"3-block, H=36",0.8576030468158993,0.8948655256723717,0.18631239428236,1.0,0.0,0.0,0.0,fixed_Tiny
