variant,variant_label,lambda,feature,std,corr_gain,corr_route,auc_route,mean_route1,mean_route0,n,route_rate
ALL,ALL,0.05,uncertainty_x_blocked,0.125523921093276,0.06805483351154908,0.3494640669613112,0.8077599088397494,0.24863765122246567,0.043471538825221194,2853,0.04801962846126884
ALL,ALL,0.05,uncertainty_x_horizon,0.10165494166815686,0.203435293638609,0.36956205480311577,0.8291014050288639,0.2032113935245505,0.027503013815666794,2853,0.04801962846126884
ALL,ALL,0.05,uncertainty_x_velocity,0.03138037853800606,0.044066844552065415,0.05679673521260206,0.4457378820291756,0.011567964388506258,0.0032319557552660688,2853,0.04801962846126884
ALL,ALL,0.05,margin_x_blocked,0.0640961638317772,-0.04177532644656063,-0.054376757008622954,0.5912731260010965,0.022805154758648243,0.03910644372187235,2853,0.04801962846126884
ALL,ALL,0.05,best_dist_x_blocked,0.9376055519356933,-0.030759337917289364,0.1647418806079981,0.6826349397460844,1.489783864821831,0.7673455100171872,2853,0.04801962846126884
ALL,ALL,0.05,second_dist_x_blocked,0.9805582743995617,-0.03214267320569106,0.15397102274311095,0.6557491158100685,1.512589019580479,0.8064519537390595,2853,0.04801962846126884
ALL,ALL,0.05,npz_anchor_blocked,0.48959514489085887,0.009608356020449087,0.16272675561603248,0.6863127936101824,0.9562043795620438,0.583578792341679,2853,0.04801962846126884
ALL,ALL,0.05,npz_candidate_blocked_mean,0.1837383625221287,-0.024183909294145635,-0.07361539332305622,0.39546671253345944,0.4175182560282032,0.48078057152906295,2853,0.04801962846126884
ALL,ALL,0.05,npz_candidate_blocked_std,0.051330108666508,0.0059428966122805765,0.018997108524866378,0.6195873601152403,0.4659801991316524,0.46141944886000064,2853,0.04801962846126884
ALL,ALL,0.05,npz_blocked_mismatch_frac,0.14002424599396016,0.020973877933901437,-0.047781204842047724,0.4473208238822657,0.5912408759124088,0.6225331369661266,2853,0.04801962846126884
ALL,ALL,0.05,npz_state_dist_min,0.0,,,0.5,0.0,0.0,2853,0.04801962846126884
ALL,ALL,0.05,npz_state_dist_mean,0.010412438435573624,0.0223589373652109,0.02405310210180772,0.5324341829440031,0.039758778150009846,0.03858739183306974,2853,0.04801962846126884
ALL,ALL,0.05,npz_state_dist_max,0.02623051681061843,0.024468806853319838,0.0443057095422894,0.5652446169226966,0.12214188759018035,0.11670634192442014,2853,0.04801962846126884
ALL,ALL,0.05,npz_state_dist_std,0.011902580492669236,0.024633811199626567,0.035705962767480524,0.5484087268739989,0.05209261687458867,0.05010488189586105,2853,0.04801962846126884
ALL,ALL,0.05,npz_same_state_neg_frac,1.1102230246251565e-16,,,0.5,0.39999999999999997,0.39999999999999997,2853,0.04801962846126884
ALL,ALL,0.05,npz_same_action_neg_frac,1.1102230246251565e-16,,,0.5,0.39999999999999997,0.39999999999999997,2853,0.04801962846126884
ALL,ALL,0.05,action_1_x_blocked,0.29939148920251196,0.017885934532524107,0.1388756701786539,0.5972326736398526,0.2846715328467153,0.09020618556701031,2853,0.04801962846126884
ALL,ALL,0.05,action_1_x_horizon,0.2608492566821977,0.11520699092461509,0.17150230742818473,0.6215304279586769,0.2798053527980535,0.0705694648993618,2853,0.04801962846126884
ALL,ALL,0.05,action_2_x_blocked,0.31728179080580843,-0.06299625434037465,0.1107867170803524,0.5822014448039732,0.27007299270072993,0.1056701030927835,2853,0.04801962846126884
ALL,ALL,0.05,action_2_x_horizon,0.26063864146755233,-0.0018277023925941606,0.08806144585180614,0.5602996033239092,0.18491484184914841,0.07756504663721159,2853,0.04801962846126884
ALL,ALL,0.05,action_3_x_blocked,0.31556644141514206,0.008259791029098403,0.03965702987427546,0.5292656117304323,0.1678832116788321,0.1093519882179676,2853,0.04801962846126884
ALL,ALL,0.05,action_3_x_horizon,0.27097437932546253,0.07036560466924652,0.0739874822120989,0.5474425679670619,0.1800486618004866,0.08627884143348061,2853,0.04801962846126884
ALL,ALL,0.05,action_4_x_blocked,0.3049365257263063,0.00936633939508111,-0.011901610561910416,0.4915128516603421,0.08759124087591241,0.10456553755522828,2853,0.04801962846126884
ALL,ALL,0.05,action_4_x_horizon,0.26131088425679355,0.017781021319838424,-0.015236531846156825,0.4857803983960956,0.06569343065693431,0.08431516936671576,2853,0.04801962846126884
id_block2_h36_seed0,"ID 2-block, H=36",0.05,cheap_confidence,0.05375944581668076,-0.09538385592044286,-0.34646501394928114,0.0024449877750611247,0.4539743959903717,0.9873355958601665,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,cheap_uncertainty,0.053759445816680754,0.09538385592044286,0.34646501394928114,0.9975550122249389,0.5460256040096283,0.012664404139833524,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,cheap_best_distance,0.29214452329176205,-0.06198522772117309,-0.016048429606640102,0.31662591687041564,1.7209643125534058,1.8552214987120594,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,cheap_second_best_distance,0.2801960272735724,-0.06536653211479383,-0.03510468323722465,0.15770171149144255,1.7264337539672852,2.0080996603137997,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,cheap_pred_margin,0.057045736204353874,-0.003625123019560659,-0.09023868052668492,0.003667481662591687,0.0054694414138793,0.15287816160174045,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,action_1,0.42364343721028447,0.058323364379431065,0.06318391093836291,0.8832518337408313,1.0,0.2334963325183374,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,action_2,0.43318879483993605,-0.05703820331848561,-0.02020301066607568,0.3746943765281174,0.0,0.2506112469437653,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,action_3,0.42961201674625593,0.0,-0.01987435401480606,0.37775061124694376,0.0,0.24449877750611246,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,action_4,0.4445081734556014,0.0,-0.021321250361345117,0.3643031784841076,0.0,0.2713936430317848,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,horizon_norm,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,velocity_norm,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,blocked_norm,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,blocked_x_horizon,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,blocked_x_velocity,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,complexity_score,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,uncertainty_x_blocked,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,uncertainty_x_horizon,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,uncertainty_x_velocity,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,margin_x_blocked,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,best_dist_x_blocked,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,second_dist_x_blocked,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_anchor_blocked,0.4991760024391333,0.0,0.037031699531741465,0.7646699266503667,1.0,0.4706601466992665,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_candidate_blocked_mean,0.18147447338919104,0.027230618678322882,-0.012609234824493247,0.38202933985330073,0.4000000059604645,0.465525684591319,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_candidate_blocked_std,0.041258383752918,0.05383696078348881,0.022975980418466498,0.828239608801956,0.4898979663848877,0.46275273715954246,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_blocked_mismatch_frac,0.11607708690317282,-0.042572244384425015,-0.013166670660286576,0.3905867970660147,0.6,0.643765281173594,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_state_dist_min,0.0,,,0.5,0.0,0.0,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_state_dist_mean,0.010193677316192203,-0.05356311870072944,-0.029418216794687216,0.2041564792176039,0.030086806043982506,0.03867406334299913,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_state_dist_max,0.025230772816453823,-0.04423427157021404,-0.032021322746896064,0.19437652811735942,0.09464795142412186,0.11778335453154551,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_state_dist_std,0.011496056287109821,-0.054468335134479184,-0.03509830098627583,0.17481662591687042,0.038843896239995956,0.05039815861768201,819,0.001221001221001221
id_block2_h36_seed0,"ID 2-block, H=36",0.05,npz_same_state_neg_frac,0.0,,,0.5,0.4,0.39999999999999997,819,0.001221001221001221
