variant,variant_label,lambda,feature,std,corr_gain,corr_route,auc_route,mean_route1,mean_route0,n,route_rate
ALL,ALL,0.02,uncertainty_x_horizon,0.10165494166815686,0.203435293638609,0.36956205480311577,0.8291014050288639,0.2032113935245505,0.027503013815666794,2853,0.04801962846126884
ALL,ALL,0.02,uncertainty_x_velocity,0.03138037853800606,0.044066844552065415,0.05679673521260206,0.4457378820291756,0.011567964388506258,0.0032319557552660688,2853,0.04801962846126884
ALL,ALL,0.02,margin_x_blocked,0.0640961638317772,-0.04177532644656063,-0.054376757008622954,0.5912731260010965,0.022805154758648243,0.03910644372187235,2853,0.04801962846126884
ALL,ALL,0.02,best_dist_x_blocked,0.9376055519356933,-0.030759337917289364,0.1647418806079981,0.6826349397460844,1.489783864821831,0.7673455100171872,2853,0.04801962846126884
ALL,ALL,0.02,second_dist_x_blocked,0.9805582743995617,-0.03214267320569106,0.15397102274311095,0.6557491158100685,1.512589019580479,0.8064519537390595,2853,0.04801962846126884
ALL,ALL,0.02,npz_anchor_blocked,0.48959514489085887,0.009608356020449087,0.16272675561603248,0.6863127936101824,0.9562043795620438,0.583578792341679,2853,0.04801962846126884
ALL,ALL,0.02,npz_candidate_blocked_mean,0.1837383625221287,-0.024183909294145635,-0.07361539332305622,0.39546671253345944,0.4175182560282032,0.48078057152906295,2853,0.04801962846126884
ALL,ALL,0.02,npz_candidate_blocked_std,0.051330108666508,0.0059428966122805765,0.018997108524866378,0.6195873601152403,0.4659801991316524,0.46141944886000064,2853,0.04801962846126884
ALL,ALL,0.02,npz_blocked_mismatch_frac,0.14002424599396016,0.020973877933901437,-0.047781204842047724,0.4473208238822657,0.5912408759124088,0.6225331369661266,2853,0.04801962846126884
ALL,ALL,0.02,npz_state_dist_min,0.0,,,0.5,0.0,0.0,2853,0.04801962846126884
ALL,ALL,0.02,npz_state_dist_mean,0.010412438435573624,0.0223589373652109,0.02405310210180772,0.5324341829440031,0.039758778150009846,0.03858739183306974,2853,0.04801962846126884
ALL,ALL,0.02,npz_state_dist_max,0.02623051681061843,0.024468806853319838,0.0443057095422894,0.5652446169226966,0.12214188759018035,0.11670634192442014,2853,0.04801962846126884
ALL,ALL,0.02,npz_state_dist_std,0.011902580492669236,0.024633811199626567,0.035705962767480524,0.5484087268739989,0.05209261687458867,0.05010488189586105,2853,0.04801962846126884
ALL,ALL,0.02,npz_same_state_neg_frac,1.1102230246251565e-16,,,0.5,0.39999999999999997,0.39999999999999997,2853,0.04801962846126884
ALL,ALL,0.02,npz_same_action_neg_frac,1.1102230246251565e-16,,,0.5,0.39999999999999997,0.39999999999999997,2853,0.04801962846126884
ALL,ALL,0.02,action_1_x_blocked,0.29939148920251196,0.017885934532524107,0.1388756701786539,0.5972326736398526,0.2846715328467153,0.09020618556701031,2853,0.04801962846126884
ALL,ALL,0.02,action_1_x_horizon,0.2608492566821977,0.11520699092461509,0.17150230742818473,0.6215304279586769,0.2798053527980535,0.0705694648993618,2853,0.04801962846126884
ALL,ALL,0.02,action_2_x_blocked,0.31728179080580843,-0.06299625434037465,0.1107867170803524,0.5822014448039732,0.27007299270072993,0.1056701030927835,2853,0.04801962846126884
