state_id,side,action,start_dist,object_x0,object_y0,object_x1,object_y1,pusher_x0,pusher_y0,pusher_x1,pusher_y1,object_disp,pusher_disp,contact
70,back,backward,0.14922858031818453,0.02921469323337078,0.026632828637957573,0.02921469323337078,0.026632828637957573,0.02921469323337078,-0.12259575724601746,0.02921469323337078,-0.3791842460632324,0.0,0.25658848881721497,0
71,front,stay,0.17733865284090783,0.09326667338609695,0.012544539757072926,0.09326667338609695,0.012544539757072926,0.09326667338609695,0.18988320231437683,0.09326667338609695,0.18988320231437683,0.0,0.0,0
71,front,right,0.17733865284090783,0.09326667338609695,0.012544539757072926,0.09326667338609695,0.012544539757072926,0.09326667338609695,0.18988320231437683,0.3498551547527313,0.18988320231437683,0.0,0.25658848881721497,0
71,front,left,0.17733865284090783,0.09326667338609695,0.012544539757072926,0.09326667338609695,0.012544539757072926,0.09326667338609695,0.18988320231437683,-0.1633218228816986,0.18988320231437683,0.0,0.25658848881721497,0
71,front,forward,0.17733865284090783,0.09326667338609695,0.012544539757072926,0.09326667338609695,0.012544539757072926,0.09326667338609695,0.18988320231437683,0.09326667338609695,0.4464716911315918,0.0,0.25658848881721497,0
71,front,backward,0.17733865284090783,0.09326667338609695,0.012544539757072926,0.0934331864118576,-0.1735665500164032,0.09326667338609695,0.18988320231437683,0.09325707703828812,-0.05675538256764412,0.18611116707324982,0.24663858115673065,1
72,left,stay,0.16083130444127217,0.07054385542869568,0.053151726722717285,0.07054385542869568,0.053151726722717285,-0.09028744697570801,0.053151726722717285,-0.09028744697570801,0.053151726722717285,0.0,0.0,0
72,left,right,0.16083130444127217,0.07054385542869568,0.053151726722717285,0.2660939693450928,0.052978865802288055,-0.09028744697570801,0.053151726722717285,0.1559457629919052,0.053167618811130524,0.19555018842220306,0.24623320996761322,1
72,left,left,0.16083130444127217,0.07054385542869568,0.053151726722717285,0.07054385542869568,0.053151726722717285,-0.09028744697570801,0.053151726722717285,-0.346875935792923,0.053151726722717285,0.0,0.25658848881721497,0
72,left,forward,0.16083130444127217,0.07054385542869568,0.053151726722717285,0.07054385542869568,0.053151726722717285,-0.09028744697570801,0.053151726722717285,-0.09028744697570801,0.30974021553993225,0.0,0.25658848881721497,0
72,left,backward,0.16083130444127217,0.07054385542869568,0.053151726722717285,0.07054385542869568,0.053151726722717285,-0.09028744697570801,0.053151726722717285,-0.09028744697570801,-0.20343676209449768,0.0,0.25658848881721497,0
73,right,stay,0.16320628930742673,-0.06237601488828659,-0.007916169241070747,-0.06237601488828659,-0.007916169241070747,0.10083027929067612,-0.007916169241070747,0.10083027929067612,-0.007916169241070747,0.0,0.0,0
73,right,right,0.16320628930742673,-0.06237601488828659,-0.007916169241070747,-0.06237601488828659,-0.007916169241070747,0.10083027929067612,-0.007916169241070747,0.3574187755584717,-0.007916169241070747,0.0,0.25658848881721497,0
73,right,left,0.16320628930742673,-0.06237601488828659,-0.007916169241070747,-0.25830861926078796,-0.008180319331586361,0.10083027929067612,-0.007916169241070747,-0.1452406346797943,-0.007907945662736893,0.1959327757358551,0.24607092142105103,1
73,right,forward,0.16320628930742673,-0.06237601488828659,-0.007916169241070747,-0.06237601488828659,-0.007916169241070747,0.10083027929067612,-0.007916169241070747,0.10083027929067612,0.24867232143878937,0.0,0.25658848881721497,0
73,right,backward,0.16320628930742673,-0.06237601488828659,-0.007916169241070747,-0.06237601488828659,-0.007916169241070747,0.10083027929067612,-0.007916169241070747,0.10083027929067612,-0.26450467109680176,0.0,0.25658848881721497,0
74,back,stay,0.14617327082022824,0.039728667587041855,0.022415153682231903,0.039728667587041855,0.022415153682231903,0.039728667587041855,-0.12375811487436295,0.039728667587041855,-0.12375811487436295,0.0,0.0,0
74,back,right,0.14617327082022824,0.039728667587041855,0.022415153682231903,0.039728667587041855,0.022415153682231903,0.039728667587041855,-0.12375811487436295,0.2963171601295471,-0.12375811487436295,0.0,0.25658848881721497,0
74,back,left,0.14617327082022824,0.039728667587041855,0.022415153682231903,0.039728667587041855,0.022415153682231903,0.039728667587041855,-0.12375811487436295,-0.216859832406044,-0.12375811487436295,0.0,0.25658848881721497,0
74,back,forward,0.14617327082022824,0.039728667587041855,0.022415153682231903,0.0397648923099041,0.22302213311195374,0.039728667587041855,-0.12375811487436295,0.03972417116165161,0.12205268442630768,0.20060697197914124,0.24581080675125122,1
74,back,backward,0.14617327082022824,0.039728667587041855,0.022415153682231903,0.039728667587041855,0.022415153682231903,0.039728667587041855,-0.12375811487436295,0.039728667587041855,-0.3803465962409973,0.0,0.25658848881721497,0
75,front,stay,0.15574811982078285,-0.05907838046550751,-0.08977831900119781,-0.05907838046550751,-0.08977831900119781,-0.05907838046550751,0.0659697949886322,-0.05907838046550751,0.0659697949886322,0.0,0.0,0
75,front,right,0.15574811982078285,-0.05907838046550751,-0.08977831900119781,-0.05907838046550751,-0.08977831900119781,-0.05907838046550751,0.0659697949886322,0.19751010835170746,0.0659697949886322,0.0,0.25658848881721497,0
75,front,left,0.15574811982078285,-0.05907838046550751,-0.08977831900119781,-0.05907838046550751,-0.08977831900119781,-0.05907838046550751,0.0659697949886322,-0.31566688418388367,0.0659697949886322,0.0,0.25658851861953735,0
75,front,forward,0.15574811982078285,-0.05907838046550751,-0.08977831900119781,-0.05907838046550751,-0.08977831900119781,-0.05907838046550751,0.0659697949886322,-0.05907838046550751,0.32255828380584717,0.0,0.25658848881721497,0
75,front,backward,0.15574811982078285,-0.05907838046550751,-0.08977831900119781,-0.059092290699481964,-0.2808726131916046,-0.05907838046550751,0.0659697949886322,-0.059077635407447815,-0.18056079745292664,0.1910942941904068,0.24653059244155884,1
76,left,stay,0.17630144861187844,0.018645115196704865,0.019281111657619476,0.018645115196704865,0.019281111657619476,-0.15765634179115295,0.019281111657619476,-0.15765634179115295,0.019281111657619476,0.0,0.0,0
76,left,right,0.17630144861187844,0.018645115196704865,0.019281111657619476,0.20891053974628448,0.01942306198179722,-0.15765634179115295,0.019281111657619476,0.08884020149707794,0.019274655729532242,0.1902654618024826,0.2464965432882309,1
76,left,left,0.17630144861187844,0.018645115196704865,0.019281111657619476,0.018645115196704865,0.019281111657619476,-0.15765634179115295,0.019281111657619476,-0.4142448306083679,0.019281111657619476,0.0,0.25658848881721497,0
76,left,forward,0.17630144861187844,0.018645115196704865,0.019281111657619476,0.018645115196704865,0.019281111657619476,-0.15765634179115295,0.019281111657619476,-0.15765634179115295,0.27586960792541504,0.0,0.25658848881721497,0
76,left,backward,0.17630144861187844,0.018645115196704865,0.019281111657619476,0.018645115196704865,0.019281111657619476,-0.15765634179115295,0.019281111657619476,-0.15765634179115295,-0.2373073846101761,0.0,0.25658848881721497,0
77,right,stay,0.16322131433418008,-0.09739453345537186,-0.059729743748903275,-0.09739453345537186,-0.059729743748903275,0.06582678109407425,-0.059729743748903275,0.06582678109407425,-0.059729743748903275,0.0,0.0,0
77,right,right,0.16322131433418008,-0.09739453345537186,-0.059729743748903275,-0.09739453345537186,-0.059729743748903275,0.06582678109407425,-0.059729743748903275,0.3224152624607086,-0.059729743748903275,0.0,0.25658848881721497,0
77,right,left,0.16322131433418008,-0.09739453345537186,-0.059729743748903275,-0.2841889560222626,-0.05972655862569809,0.06582678109407425,-0.059729743748903275,-0.18083083629608154,-0.059729885309934616,0.1867944300174713,0.2466576099395752,1
77,right,forward,0.16322131433418008,-0.09739453345537186,-0.059729743748903275,-0.09739453345537186,-0.059729743748903275,0.06582678109407425,-0.059729743748903275,0.06582678109407425,0.196858748793602,0.0,0.25658848881721497,0
77,right,backward,0.16322131433418008,-0.09739453345537186,-0.059729743748903275,-0.09739453345537186,-0.059729743748903275,0.06582678109407425,-0.059729743748903275,0.06582678109407425,-0.31631824374198914,0.0,0.25658848881721497,0
78,back,stay,0.15835593331916079,0.08800854533910751,-0.027768181636929512,0.08800854533910751,-0.027768181636929512,0.08800854533910751,-0.18612411618232727,0.08800854533910751,-0.18612411618232727,0.0,0.0,0
78,back,right,0.15835593331916079,0.08800854533910751,-0.027768181636929512,0.08800854533910751,-0.027768181636929512,0.08800854533910751,-0.18612411618232727,0.3445970416069031,-0.18612411618232727,0.0,0.25658848881721497,0
78,back,left,0.15835593331916079,0.08800854533910751,-0.027768181636929512,0.08800854533910751,-0.027768181636929512,0.08800854533910751,-0.18612411618232727,-0.16857995092868805,-0.18612411618232727,0.0,0.25658848881721497,0
78,back,forward,0.15835593331916079,0.08800854533910751,-0.027768181636929512,0.08821796625852585,0.1720115691423416,0.08800854533910751,-0.18612411618232727,0.08799844980239868,0.059894412755966187,0.19977986812591553,0.24601852893829346,1
78,back,backward,0.15835593331916079,0.08800854533910751,-0.027768181636929512,0.08800854533910751,-0.027768181636929512,0.08800854533910751,-0.18612411618232727,0.08800854533910751,-0.44271260499954224,0.0,0.25658848881721497,0
79,front,stay,0.16671951814624736,-0.054393623024225235,0.07424062490463257,-0.054393623024225235,0.07424062490463257,-0.054393623024225235,0.24096013605594635,-0.054393623024225235,0.24096013605594635,0.0,0.0,0
79,front,right,0.16671951814624736,-0.054393623024225235,0.07424062490463257,-0.054393623024225235,0.07424062490463257,-0.054393623024225235,0.24096013605594635,0.20219486951828003,0.24096013605594635,0.0,0.25658848881721497,0
79,front,left,0.16671951814624736,-0.054393623024225235,0.07424062490463257,-0.054393623024225235,0.07424062490463257,-0.054393623024225235,0.24096013605594635,-0.3109821081161499,0.24096013605594635,0.0,0.25658848881721497,0
79,front,forward,0.16671951814624736,-0.054393623024225235,0.07424062490463257,-0.054393623024225235,0.07424062490463257,-0.054393623024225235,0.24096013605594635,-0.054393623024225235,0.4975486397743225,0.0,0.25658851861953735,0
79,front,backward,0.16671951814624736,-0.054393623024225235,0.07424062490463257,-0.054122671484947205,-0.11955803632736206,-0.054393623024225235,0.24096013605594635,-0.05440104007720947,-0.0052062892355024815,0.19379885494709015,0.2461664229631424,1
80,left,stay,0.17809627009501186,-0.09378693252801895,0.043685853481292725,-0.09378693252801895,0.043685853481292725,-0.27188318967819214,0.043685853481292725,-0.27188318967819214,0.043685853481292725,0.0,0.0,0
80,left,right,0.17809627009501186,-0.09378693252801895,0.043685853481292725,0.07696152478456497,0.04363548010587692,-0.27188318967819214,0.043685853481292725,-0.02445952221751213,0.043688710778951645,0.17074847221374512,0.2474236637353897,1
80,left,left,0.17809627009501186,-0.09378693252801895,0.043685853481292725,-0.09378693252801895,0.043685853481292725,-0.27188318967819214,0.043685853481292725,-0.5284717082977295,0.043685853481292725,0.0,0.25658851861953735,0
80,left,forward,0.17809627009501186,-0.09378693252801895,0.043685853481292725,-0.09378693252801895,0.043685853481292725,-0.27188318967819214,0.043685853481292725,-0.27188318967819214,0.3002743422985077,0.0,0.25658848881721497,0
80,left,backward,0.17809627009501186,-0.09378693252801895,0.043685853481292725,-0.09378693252801895,0.043685853481292725,-0.27188318967819214,0.043685853481292725,-0.27188318967819214,-0.21290263533592224,0.0,0.25658848881721497,0
81,right,stay,0.14942401072912279,0.06938305497169495,0.08529409766197205,0.06938305497169495,0.08529409766197205,0.21880707144737244,0.08529409766197205,0.21880707144737244,0.08529409766197205,0.0,0.0,0
81,right,right,0.14942401072912279,0.06938305497169495,0.08529409766197205,0.06938305497169495,0.08529409766197205,0.21880707144737244,0.08529409766197205,0.4753955602645874,0.08529409766197205,0.0,0.25658848881721497,0
81,right,left,0.14942401072912279,0.06938305497169495,0.08529409766197205,-0.129248708486557,0.08537983149290085,0.21880707144737244,0.08529409766197205,-0.027365854009985924,0.08528416603803635,0.19863177835941315,0.2461729198694229,1
81,right,forward,0.14942401072912279,0.06938305497169495,0.08529409766197205,0.06938305497169495,0.08529409766197205,0.21880707144737244,0.08529409766197205,0.21880707144737244,0.341882586479187,0.0,0.25658848881721497,0
81,right,backward,0.14942401072912279,0.06938305497169495,0.08529409766197205,0.06938305497169495,0.08529409766197205,0.21880707144737244,0.08529409766197205,0.21880707144737244,-0.17129439115524292,0.0,0.25658848881721497,0
82,back,stay,0.15528804775544858,-0.07809121161699295,0.07426557689905167,-0.07809121161699295,0.07426557689905167,-0.07809121161699295,-0.0810224637389183,-0.07809121161699295,-0.0810224637389183,0.0,0.0,0
82,back,right,0.15528804775544858,-0.07809121161699295,0.07426557689905167,-0.07809121161699295,0.07426557689905167,-0.07809121161699295,-0.0810224637389183,0.1784972846508026,-0.0810224637389183,0.0,0.25658848881721497,0
82,back,left,0.15528804775544858,-0.07809121161699295,0.07426557689905167,-0.07809121161699295,0.07426557689905167,-0.07809121161699295,-0.0810224637389183,-0.3346796929836273,-0.0810224637389183,0.0,0.25658848881721497,0
82,back,forward,0.15528804775544858,-0.07809121161699295,0.07426557689905167,-0.07806896418333054,0.2713604271411896,-0.07809121161699295,-0.0810224637389183,-0.07809261977672577,0.16519273817539215,0.1970948576927185,0.24621519446372986,1
82,back,backward,0.15528804775544858,-0.07809121161699295,0.07426557689905167,-0.07809121161699295,0.07426557689905167,-0.07809121161699295,-0.0810224637389183,-0.07809121161699295,-0.33761096000671387,0.0,0.25658848881721497,0
83,front,stay,0.15696697179220792,-0.003889805171638727,0.07835033535957336,-0.003889805171638727,0.07835033535957336,-0.003889805171638727,0.23531730473041534,-0.003889805171638727,0.23531730473041534,0.0,0.0,0
83,front,right,0.15696697179220792,-0.003889805171638727,0.07835033535957336,-0.003889805171638727,0.07835033535957336,-0.003889805171638727,0.23531730473041534,0.252698689699173,0.23531730473041534,0.0,0.25658848881721497,0
83,front,left,0.15696697179220792,-0.003889805171638727,0.07835033535957336,-0.003889805171638727,0.07835033535957336,-0.003889805171638727,0.23531730473041534,-0.26047828793525696,0.23531730473041534,0.0,0.25658848881721497,0
83,front,forward,0.15696697179220792,-0.003889805171638727,0.07835033535957336,-0.003889805171638727,0.07835033535957336,-0.003889805171638727,0.23531730473041534,-0.003889805171638727,0.4919058084487915,0.0,0.25658851861953735,0
83,front,backward,0.15696697179220792,-0.003889805171638727,0.07835033535957336,-0.0037332228384912014,-0.12451784312725067,-0.003889805171638727,0.23531730473041534,-0.003898658324033022,-0.010649667121469975,0.2028682380914688,0.24596697092056274,1
84,left,stay,0.15939768651377872,-0.06619913876056671,-0.08992566168308258,-0.06619913876056671,-0.08992566168308258,-0.2255968302488327,-0.08992566168308258,-0.2255968302488327,-0.08992566168308258,0.0,0.0,0
84,left,right,0.15939768651377872,-0.06619913876056671,-0.08992566168308258,0.12289424985647202,-0.08997013419866562,-0.2255968302488327,-0.08992566168308258,0.020999403670430183,-0.08992310613393784,0.18909339606761932,0.24659623205661774,1
84,left,left,0.15939768651377872,-0.06619913876056671,-0.08992566168308258,-0.06619913876056671,-0.08992566168308258,-0.2255968302488327,-0.08992566168308258,-0.48218533396720886,-0.08992566168308258,0.0,0.25658851861953735,0
