state_id,side,mean_future_xy_spread,max_future_xy_spread,contact_action_count,moving_contact_action_count,strong_displacement_action_count,rotation_action_count,nondegenerate,contact_mode_nontrivial
299,front,0.029670450091362,0.074176125228405,1,1,1,1,1,1
300,left,0.057344752550125125,0.1433618813753128,1,1,1,1,1,1
301,right,0.0767513394355774,0.19187834858894348,1,1,1,0,1,1
302,back,0.0,0.0,0,0,0,0,0,0
303,front,0.05318139791488648,0.1329534947872162,1,1,1,0,1,1
304,left,0.05613096356391907,0.14032740890979767,1,1,1,1,1,1
305,right,0.013621161878108978,0.034052904695272446,1,1,0,1,1,1
306,back,0.04979311227798462,0.12448278069496155,1,1,1,1,1,1
307,front,0.015648479759693145,0.039121199399232864,1,1,0,1,1,1
308,left,0.0558738648891449,0.13968466222286224,1,1,1,0,1,1
309,right,0.07524537444114685,0.18811343610286713,1,1,1,0,1,1
310,back,0.07148823738098145,0.1787205934524536,1,1,1,0,1,1
311,front,0.0,0.0,1,1,0,0,0,1
312,left,0.04445156157016754,0.11112890392541885,1,1,1,0,1,1
313,right,0.0,0.0,0,0,0,0,0,0
314,back,0.04238193929195404,0.1059548482298851,1,1,1,1,1,1
315,front,0.00260876826941967,0.006521920673549175,1,1,0,1,0,1
316,left,0.0009573504328727722,0.0023933760821819305,1,1,0,0,0,1
317,right,0.0,0.0,0,0,0,0,0,0
318,back,0.0,0.0,0,0,0,0,0,0
319,front,0.06251422762870788,0.15628556907176971,1,1,1,0,1,1
320,left,0.0,0.0,0,0,0,0,0,0
321,right,0.031053376197814942,0.07763344049453735,1,1,1,1,1,1
322,back,0.06330337524414062,0.15825843811035156,1,1,1,0,1,1
323,front,0.0,0.0,0,0,0,0,0,0
324,left,0.028117507696151733,0.07029376924037933,1,1,1,1,1,1
325,right,0.008475806564092636,0.02118951641023159,1,1,0,0,1,1
326,back,0.0726633608341217,0.18165840208530426,1,1,1,1,1,1
327,front,0.04701782464981079,0.11754456162452698,1,1,1,1,1,1
328,left,0.0,0.0,0,0,0,0,0,0
329,right,0.08381754159927368,0.2095438539981842,1,1,1,0,1,1
330,back,0.05917843580245972,0.1479460895061493,1,1,1,1,1,1
331,front,0.08205405473709107,0.20513513684272766,1,1,1,0,1,1
332,left,0.062087124586105345,0.15521781146526337,1,1,1,0,1,1
333,right,0.0,0.0,0,0,0,0,0,0
334,back,0.02076629549264908,0.051915738731622696,1,1,0,1,1,1
335,front,0.04742564260959625,0.11856410652399063,1,1,1,1,1,1
336,left,0.01657218635082245,0.04143046587705612,1,1,0,0,1,1
337,right,0.0,0.0,0,0,0,0,0,0
