variant_label,n_queries,all_correct,none_correct,useful_compute,anti_rescue,tiny_only,small_only,medium_only,full_only,mixed,tiny_wrong_any_other_correct,tiny_correct_full_wrong,full_correct_tiny_wrong,medium_correct_full_wrong,full_correct_medium_wrong
"3-block, H=36",1227,0.7677261613691931,0.05297473512632437,0.0488997555012225,0.05215973920130399,0.014669926650366748,0.009779951100244499,0.008964955175224124,0.0032599837000814994,0.04156479217603912,0.07090464547677261,0.06682966585167074,0.045639771801140996,0.0488997555012225,0.02526487367563162
"3-block, H=48",1206,0.7595356550580431,0.0505804311774461,0.06135986733001658,0.0439469320066335,0.007462686567164179,0.008291873963515755,0.012437810945273632,0.014096185737976783,0.04228855721393035,0.09618573797678276,0.05140961857379768,0.07048092868988391,0.04809286898839138,0.03648424543946932
"3-block, H=72",1239,0.655367231638418,0.0645682001614205,0.08393866020984665,0.06537530266343826,0.023405972558514933,0.01694915254237288,0.0129136400322841,0.012106537530266344,0.06537530266343826,0.12590799031476999,0.08878127522195318,0.08716707021791767,0.06537530266343826,0.04439063761097659
"2-block, H=72",1248,0.9278846153846154,0.017628205128205128,0.021634615384615384,0.008814102564102564,0.0,0.0,0.0,0.004006410256410256,0.020032051282051284,0.02564102564102564,0.008814102564102564,0.024839743589743588,0.008814102564102564,0.016025641025641024
"2-block, V=1.8",1182,0.9695431472081218,0.0,0.005922165820642978,0.005922165820642978,0.0008460236886632825,0.0,0.0,0.0008460236886632825,0.01692047377326565,0.00676818950930626,0.00676818950930626,0.005922165820642978,0.004230118443316413,0.012690355329949238
