system,chance,Tiny,Medium,Full
clean_action,0.2,0.9686666666666667,0.9886666666666667,0.9866666666666667
zero_action,0.2,0.2,0.2,0.2
neg_action,0.2,0.14533333333333334,0.14,0.13866666666666666
shuffled_action,0.2,0.18066666666666667,0.17933333333333334,0.18933333333333333
random_action,0.2,0.21133333333333335,0.20533333333333334,0.20733333333333334
pred_shuffled,0.2,0.18133333333333335,0.18666666666666668,0.18333333333333332
zero_delta,0.2,0.2,0.2,0.2
